comment,comment_clean,label,label_id,rate
Đi 42 toàn rộng mà 42 này chật wa!,đi 42 toàn rộng mà 42 này chật wa !,NEG,0,2
Tuy màu vàng k giống trong hình nhưng cũng được.,tuy màu vàng không giống trong hình nhưng cũng được,NEU,2,3
Ổn trong tầm giá.,ổn trong tầm giá,NEU,2,3
Side Nam không chuẩn nhỏ hơn.,side nam không chuẩn nhỏ hơn,NEG,0,2
Dog gói bt.,dog gói bt,NEU,2,3
Vải mềm co giãn tốt chỉ tội là o có túi trc.,vải mềm co_giãn tốt chỉ_tội là o có túi trc,NEU,2,3
Chất liệu vải phông bình thường.,chất_liệu vải phông bình_thường,NEU,2,3
Gần 1 năm chứ nhiu 😂😂😂.,gần 1 năm chứ nhiu,NEU,2,3
Không đáng tiền bị méo nhg may kh giống những cái còn lại kh bắt trả hàng là may r đó shop Rất không đáng tiền.,không xứng_đáng bị méo nhg may không giống những cái còn lại không bắt trả hàng là may rồi đó shop rất không xứng_đáng,NEG,0,1
Không giống hình lắm.,không giống hình lắm,NEU,2,3
Áo chất cũng không đc đẹp lắm !,áo chất cũng không được đẹp lắm !,NEG,0,2
Hôi kinh khủng.,hôi kinh_khủng,NEG,0,1
Hơi lỗi vêc hộp mà bây giờ chỉ cần biết cinhr giờ thôi.,hơi lỗi vêc hộp mà bây_giờ chỉ cần biết cinhr giờ thôi,NEG,0,2
Giao hàng rất nhanh.,giao hàng rất nhanh,POS,1,4
Chất lượng sản phẩm tuyệt vời..Áo đẹp.,chất_lượng sản_phẩm tuyệt_vời . áo đẹp,POS,1,4
Nhân viên giao hàng dễ thương nhanh nhẹn.,nhân_viên giao hàng dễ_thương nhanh_nhẹn,POS,1,4
Bỉm dùng chán :(.,bỉm dùng chán,NEG,0,2
đặt 2c và thanh toán tiền 2c nhưng khi mở ra thì có 1c.,đặt 2c và thanh_toán tiền 2c nhưng khi mở ra thì có 1c,NEG,0,1
Bình kiểu gì cứ chảy sữa.,bình kiểu gì cứ chảy sữa,NEU,2,3
Khăn ảnh màu đỏ tươi thành màu đỏ chết.ko đúng màu so với ảnh.,khăn ảnh màu đỏ tươi thành màu đỏ chết . không đúng màu so với ảnh,NEU,2,3
Mức giá còn phải chăng nữa.,mức giá còn phải chăng_nữa,NEU,2,3
Ưng lắm cảm ơn shop nhiu nha.,ưng lắm cảm_ơn shop nhiu nha,POS,1,5
sp đẹp rất ưng ý.,sản_phẩm đẹp rất ưng_ý,POS,1,5
hi hi.,hi_hi,NEU,2,3
Giao hàng lâu quá !,giao hàng lâu quá !,NEG,0,2
Đóng gói sản phẩm ko cẩn thận.,đóng_gói sản_phẩm không cẩn_thận,NEG,0,1
Nhưng em la8j đặt nhầm màu :V nhẽ ra là cá mập đen nhưng không để ý :V.,nhưng em la8j đặt nhầm màu v nhẽ ra là cá_mập đen nhưng không để_ý v,NEU,2,3
Phải là mới mặc được!,phải là mới mặc được !,NEU,2,3
Đáng để thử 😘.,đáng để thử,POS,1,5
Dây có vẻ kg chắc lắm.,dây có vẻ kg chắc lắm,NEU,2,3
"Áo đẹp, rất đáng tiền.","áo đẹp , rất xứng_đáng",POS,1,4
Những mặc vẫn ok.,những mặc vẫn ok,NEU,2,3
"Đàn đẹp tuy có lỗi nhỏ nhưng ko đáng kể, đàn âm tốt.","đàn đẹp tuy có lỗi nhỏ nhưng không đáng_kể , đàn âm tốt",NEU,2,3
"Hàng thì siêu yêu, siêu mềm mịn.","hàng thì siêu yêu , siêu mềm mịn",POS,1,5
Đẹp xuất sắc lun nha!,đẹp xuất_sắc lun nha !,POS,1,5
"Sáo đẹp ❤ nhưng shop nhớ lau cái ống nhựa trước khi cho sáo vào nhé, sáo và dây treo hơi dính bụi bẩn 😔 Thời gian giao hàng rất nhanh 👌 Rất đáng tiền 🖒.","sáo đẹp nhưng shop nhớ lau cái ống nhựa trước khi cho sáo vào nhé , sáo và dây treo hơi dính bụi bẩn thời_gian giao hàng rất nhanh rất xứng_đáng",POS,1,4
Chữ hơi bị mờ phần đầu.,chữ hơi bị mờ phần đầu,NEG,0,2
"Đã lưu ý rõ là shop tránh nhầm size, màu thì có thể giao sai, chứ size mà sai thì ko mặc được luôn.","đã lưu_ý rõ là shop tránh nhầm size , màu thì có_thể giao sai , chứ size mà sai thì không mặc được luôn",NEU,2,3
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh lần nào mua hàng cũng đc tặng quà.,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất xứng_đáng thời_gian giao hàng rất nhanh lần nào mua hàng cũng được tặng quà,POS,1,5
Vải mịn dã man.,vải mịn dã_man,POS,1,5
"Đc shop tặng thêm quà nữa, lần sau sẽ ủng hộ.","được shop tặng thêm quà nữa , lần sau sẽ ủng_hộ",POS,1,4
"Quần mới sờ bị dính màu đen, đang ngâm xả k biết sau có hết đen k.","quần mới sờ bị dính màu đen , đang ngâm xả không biết sau có hết đen_k",NEU,2,3
Quần thô xấu.,quần thô xấu,NEG,0,1
Shop phục vụ rất tốt sop giao nhầm màu.,shop phục_vụ rất tốt sop giao nhầm màu,POS,1,5
Đóng gói sản phẩm kém hộp nát méo mó.,đóng_gói sản_phẩm kém hộp nát méo_mó,NEG,0,1
Chủ hoi nho.,chủ hoi nho,NEU,2,3
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh, chất lượng tốt giá lại rẻ, cảm ơn shop nhiều!","chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt rất xứng_đáng thời_gian giao hàng rất nhanh , chất_lượng tốt giá lại rẻ , cảm_ơn shop nhiều !",POS,1,5
Mong muốn đổi trả và hoàn tiền sản phẩm chưa giao .,mong_muốn đổi trả và hoàn tiền sản_phẩm chưa giao,NEU,2,3
Không có gì để mà chê.,không có gì để mà chê,NEU,2,3
Quoai áo màu trắng khôn gió trong ảnh lắm.,quoai áo màu trắng khôn gió trong ảnh lắm,NEG,0,2
Đóng gói sản phẩm chắc chắn Thời gian giao hàng nhanh Chất lượng sản phẩm tạm được Đáng đồng tiền.,đóng_gói sản_phẩm chắc_chắn thời_gian giao hàng nhanh chất_lượng sản_phẩm tạm được đáng đồng_tiền,NEU,2,3
"Áo mỏng quá, phù hợp giá tiền.","áo mỏng quá , phù_hợp giá tiền",NEU,2,3
"Mới test ngày đầu tiên, trong 15 phút.","mới test ngày đầu_tiên , trong 15 phút",NEU,2,3
XẤU.,xấu,NEG,0,2
Sản phẩm mới và đầy đủ linh kiện.,sản_phẩm mới và đầy_đủ linh_kiện,NEU,2,3
Chất lượng sản phẩm kém- đặt size s gửi m.,chất_lượng sản_phẩm kém đặt size s gửi mình,NEG,0,1
Không giốg hình.,không giốg hình,NEG,0,2
Sao nay dam nay co 85 ngàn vay ban.,sao nay dam nay co 85 ngàn vay ban,NEU,2,3
Áo của em bị rách một chút chỗ cánh tay ạ.,áo của em bị rách một_chút chỗ cánh_tay ạ,NEU,2,3
Màu hồng ko phải màu đỏ.,màu hồng không phải màu đỏ,NEU,2,3
Ngoài chợ bán 35k nhưng lại đẹp hơn rất nhiều của shop.,ngoài chợ bán 35k nhưng lại đẹp hơn rất nhiều của shop,NEG,0,1
Giao ko đung hàng.,giao không đung hàng,NEG,0,1
Hàng dùng ổn.,hàng dùng ổn,NEU,2,3
"giao hàng nhanh chóng, anh giao hàng dễ thương, shop đóng hói đep.","giao hàng nhanh_chóng , anh giao hàng dễ_thương , shop đóng hói đep",POS,1,5
Khi nào cần mình lại ủng hộ shop.,khi nào cần mình lại ủng_hộ shop,NEU,2,3
Đơn hàng là 279k sao ng giao hàng thu 290k vì mẹ mình lấy hộ cũng k bt giá bảo sao đưa thế có nt hỏi shop k thấy hồi tuy hàng rất đẹp nhưng giao hàng như thế thì lại ảnh hưởng shop có gì shop hỏi bên chuyển hàng lại nhé.,đơn hàng là 279k sao ng giao hàng thu 290k vì mẹ mình lấy hộ cũng không bt giá bảo sao đưa thế có nt hỏi shop không thấy hồi tuy hàng rất đẹp nhưng giao hàng như thế_thì lại ảnh_hưởng shop có gì shop hỏi bên chuyển hàng lại nhé,NEU,2,3
Chất lượng very tốt.,chất_lượng very tốt,POS,1,5
Sản phẩm đẹp tuy nhiên áo hơi mỏng.,sa n phâ mình đe_p tuy_nhiên a o hơi mo ng,NEU,2,3
Shop phục vụ rất tốt .Đóng gói sản phẩm đẹp và chắc chắn.,shop phục_vụ rất tốt . đóng_gói sản_phẩm đẹp và chắc_chắn,POS,1,5
Dùng được.,dùng được,POS,1,4
Hết sức vừa ý .,hết_sức vừa_ý,POS,1,5
Đăng là hàng nhập Hồng Kong mà tệ ơi là tệ.,đăng là hàng nhập hồng kong mà tệ ơi là tệ,NEG,0,1
Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt.,shop phục_vụ rất tốt đóng_gói sản_phẩm rất đẹp và chắc_chắn shop phục_vụ rất tốt,POS,1,5
Rẻ mà đẹp dã mannn.,rẻ mà đẹp dã mann,POS,1,5
"Đóng gói sản phẩm ko dc đẹp nhưng sp vừa vặn, phù hợp giá tiền.","đóng_gói sản_phẩm không được đẹp nhưng sản_phẩm vừa_vặn , phù_hợp giá tiền",POS,1,4
Nói chung mình thấy ok.,nói_chung mình thấy ok,POS,1,5
Nhưng nói chung cũng tạm ổn so với giá tiền.,nhưng nói_chung cũng tạm ổn so với giá tiền,NEU,2,3
Chất vải đẹp.gửi hàng nhanh.đóng gói sản phẩm kín.,chất vải đẹp . gửi hàng nhanh . đóng_gói sản_phẩm kín,POS,1,5
"Đặc áo này ,giao áo khác,.","đặc áo này , giao áo khác ,",NEG,0,1
Chất liệu vải ổn.nhưng hơi rộng.,chất_liệu vải ổn . nhưng hơi rộng,NEU,2,3
Đặt size 41 thì shop giao 42.,đặt size 41 thì shop giao 42,NEG,0,1
Hàng y hình chất cotton rất thích.,hàng y hình chất cotton rất thích,POS,1,5
Đường may quá ẩu.,đường may quá ẩu,NEU,2,3
Chất thì được như có một cái bị rách.,chất thì được như có một cái bị rách,NEG,0,2
Rất đáng tiền Rất đáng tiền Thời gian giao hàng rất nhanh.,rất xứng_đáng rất xứng_đáng thời_gian giao hàng rất nhanh,POS,1,5
Mua 2 chai mà mới xịt dc 1 lần thì hư mất cái nắp!!,mua 2 chai mà mới xịt được 1 lần thì hư mất cái nắp ! !,NEU,2,3
Hàng k đc như trong ảnh Đóng gói sản phẩm tạm được Chất lượng sản phẩm tạm được.,hàng không được như trong ảnh đóng_gói sản_phẩm tạm được chất_lượng sản_phẩm tạm được,POS,1,4
Cám ơn bn giao đúng mẫu.,cám_ơn bn giao đúng mẫu,POS,1,4
Chân váy size d mà mặc vẫn bị rộng mặc dù bt mình mặc size s hơi chật.,chân váy size d mà mặc vẫn bị rộng mặc_dù bt mình mặc size s hơi chật,NEG,0,2
Ko chê vào đâu đc ...,không chê vào đâu được,NEU,2,3
Khi mở ra chỉ có 2 sp.,khi mở ra chỉ có 2 sản_phẩm,NEU,2,3
"Thời gian giao hàng rất nhanh, đứa e m cũng thích nên khả năng ra tết m sẽ đặt tiếp ^^.","thời_gian giao hàng rất nhanh , đứa e mình cũng thích nên khả_năng ra tết mình sẽ đặt tiếp",POS,1,5
"Rất đáng tiền, áo len mềm mịn, giặt không bai, k xù.","rất xứng_đáng , áo len mềm mịn , giặt không bai , không xù",POS,1,5
"Nhưng form hơi ôm, mình k mập nhưng mặc vẫn hơi bó cái tay và phần mông cũng k dc rộng, shop nên may rộng tí dễ mặc hơn đồ ngủ mà, có rộng cũng k sao hihi.","nhưng form hơi ôm , mình không mập nhưng mặc vẫn hơi bó cái tay và phần mông cũng không được rộng , shop nên may rộng tí dễ mặc hơn đồ ngủ mà , có rộng cũng không sao hihi",NEU,2,3
Áo này chắc 40kg trở xuống mới mặc dc.,áo này chắc 40kg trở xuống mới mặc được,POS,1,5
Chất lượng sản phẩm tuyệt vời Đáng mua Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh ĐÁNG MUA!!,chất_lượng sản_phẩm tuyệt_vời đáng mua đóng_gói sản_phẩm rất đẹp và chắc_chắn rất xứng_đáng thời_gian giao hàng rất nhanh đáng mua ! !,POS,1,5
Đợi test thử vài ngày nữa xem sao !,đợi test thử vài ngày nữa xem sao !,NEU,2,3
"áo in 1 nước mực nên chữ in k đc lâu,.","áo in 1 nước mực nên chữ in không được lâu ,",NEG,0,1
Đóng gói sản phẩm rất đẹp và chắc chắn với 39k mà chất liệu ntn là quá ưng luôn❤️.,đóng_gói sản_phẩm rất đẹp và chắc_chắn với 39k mà chất_liệu như_thế_nào là quá ưng luôn,POS,1,5
Hàng chất lượng hơn giá sản phẩm nhak mọi người.,hàng chất_lượng hơn giá sản_phẩm nhak mọi người,POS,1,4
Sản phẩm không như mình mong đợi.,sản_phẩm không như mình mong_đợi,NEG,0,1
Nhận được áo mà ưng ý gì đâu á.,nhận được áo mà ưng_ý gì đâu á,POS,1,5
"Rất đáng tiền, giá rẻ so với thị trường.","rất xứng_đáng , giá rẻ so với thị_trường",POS,1,4
Nhưng Rất đáng tiền.,nhưng rất xứng_đáng,NEU,2,3
"Màu son đẹp, mùi son rất thơm, chất lỏng nhưng khi khô lại rất lì.","màu son đẹp , mùi son rất thơm , chất_lỏng nhưng khi khô lại rất lì",POS,1,4
Một lần mang bệnh tức khi k bt cách trả hàng bán giá trên trời giao toàn hàng đểu thua đồ tui mua ngoài chợ ba cái một trăm ngàn shop lừa đảo treo đầu dê bán thịt chó mọi ng chú ý shop này nên tránh xa.,một lần mang bệnh tức khi không bt cách trả hàng bán giá trên trời giao toàn hàng đểu thua đồ tui mua ngoài chợ ba cái một trăm ngàn shop lừa_đảo treo đầu dê bán thịt chó mọi ng chú_ý shop này nên tránh xa,NEG,0,1
Trả hàng thì phiền phức quá.,trả hàng thì phiền_phức quá,NEU,2,3
Màu rêu mà lên xấu quá :(.,màu rêu mà lên xấu quá,NEG,0,2
Giờ chẳng biết làm gì với cái áo đó.,giờ chẳng biết làm gì với cái áo đó,NEG,0,1
"Chất lượng sản phẩm dày dặn, rất đáng tiền, tuy nhiên lưng thun quần khá nhỏ vì thế chỉ phù hợp với các bạn từ 45kg trở lại, trên 45kg hoặc người tròn tròn là có thể không mặc vừa.","chất_lượng sản_phẩm dày_dặn , rất xứng_đáng , tuy_nhiên lưng thun quần khá nhỏ vì_thế chỉ phù_hợp với các bạn từ 45kg trở_lại , trên 45kg hoặc người tròn tròn là có_thể không mặc vừa",POS,1,4
Bin cực khủng đc gần 1 tuần luôn.,bin cực khủng được gần 1 tuần luôn,POS,1,5
Hàng kem chất lượng hoan toan không giống hình.,hàng kem chất_lượng hoan toan không giống hình,NEG,0,2
Áo đẹp lắm nhaaa 😍.,áo đẹp lắm nhaa,POS,1,4
Chất bai nhão.,chất bai nhão,NEU,2,3
Hàng không như mong đợi.,hàng không như mong_đợi,NEG,0,1
Vãi hơi mỏng .,vãi hơi mỏng,NEU,2,3
vải dày dặn Chất lượng sản phẩm tuyệt vời.,vải dày_dặn chất_lượng sản_phẩm tuyệt_vời,POS,1,5
Shop có thể đổi áo cho mình ko?,shop có_thể đổi áo cho mình không ?,NEU,2,3
"Shop phục vụ quá tệ k cho trả hàng, shopee cũng k gọi hỏi người mua, mặc nhiên xử k cho trả hàng với lý do “người bán k đồng ý”,.","shop phục_vụ quá tệ không cho trả hàng , shopee cũng không gọi hỏi người mua , mặc_nhiên xử không cho trả hàng với lý_do người bán không đồng_ý ,",NEG,0,1
Tot.,tot,POS,1,5
Cạch luôn.,cạch luôn,NEG,0,1
"Giày mình thấy đẹp nhưng thường mình đi 38 rộng mà lấy đôi nayd đi hơi kịch chân, khó chịu.","giày mình thấy đẹp nhưng thường mình đi 38 rộng mà lấy đôi nayd đi hơi kịch chân , khó_chịu",NEU,2,3
Ok ngon lành ngoài trừ việc shop bạn ko rep ib để lấy thêm hàng.,ok ngon_lành ngoài trừ việc shop bạn không trả_lời ib để lấy thêm hàng,NEU,2,3
"Áo vừa khít, chất đẹp.","áo vừa khít , chất đẹp",POS,1,4
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn giống như hình.,chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn giống như hình,POS,1,5
"Đóng gói sản phẩm chắc chắn, nhưng giấy hơi mỏng bé có thể xé hoắc vùi nhăn, hình ảnh thì rõ ràng nói chung với mức giá rẻ như thế thì sp cũng đẹp.","đóng_gói sản_phẩm chắc_chắn , nhưng giấy hơi mỏng bé có_thể xé hoắc vùi nhăn , hình_ảnh thì rõ_ràng nói_chung với mức giá rẻ như thế_thì sản_phẩm cũng đẹp",NEG,0,2
Áo oversize mà 48 kg mặt vào thấy rất rộng.,áo oversize mà 48 kg mặt vào thấy rất rộng,NEU,2,3
Đẹp nhưng không tơi 1 chút nào.,đẹp nhưng không tơi 1 chút nào,NEU,2,3
"K phải màu đen, nhìn như màu xanh dương đậm.","không phải màu đen , nhìn như màu xanh dương đậm",NEU,2,3
Giá tận 175k nhưng ko ghi giá trên chai ko biết có khai khống giá không.,giá tận 175k nhưng không ghi giá trên chai không biết có khai khống giá không,NEG,0,1
giá tốt. nhưng giao hàng chậm quá. không có số đt liên hệ khi cần gấp.,giá tốt . nhưng giao hàng chậm quá . không có số đt liên_hệ khi cần gấp,NEU,2,3
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt.,chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời chất_lượng sản_phẩm tuyệt_vời shop phục_vụ rất tốt,POS,1,5
Giày lên form đẹp.,giày lên form đẹp,NEU,2,3
Ao dep lam nhu hinh.,ao dep lam nhu hinh,POS,1,4
"Áo sơ mi đẹp, giống hình.","áo sơ_mi đẹp , giống hình",NEU,2,3
Vải co dãn nhiều.,vải co_dãn nhiều,NEG,0,2
Shop làm ăn mata uy tín.,shop làm_ăn mata uy_tín,POS,1,4
Cung đc.,cung được,NEU,2,3
Chat Luong không giông như trong hình mang ao đen Sổ hêt chín Nói tom lai la Ko hài lòng vê cai ao này qúa Tệ.,chat luong không giông như trong hình mang ao đen sổ hêt chín nói tom lai la không hài_lòng vê cai ao này qúa tệ,NEG,0,1
Thời gian giao hàng nhanh Thời gian giao hàng tạm được.,thời_gian giao hàng nhanh thời_gian giao hàng tạm được,NEU,2,3
Ko đựng dc rác.,không đựng được rác,NEG,0,1
Giá cả chấp nhận được không giống hình và chất liệu với giá tạm ổn.,giá_cả chấp_nhận được không giống hình và chất_liệu với giá tạm ổn,NEU,2,3
"Thời gian giao hàng rất nhanh luôn,từ thái độ phục vụ cho tới chất lượng áo của shop không còn gì để chê ❤.","thời_gian giao hàng rất nhanh luôn , từ thái_độ phục_vụ cho tới chất_lượng áo của shop không còn gì để chê",POS,1,5
"Hàng lỗi, rách ống tay.","hàng lỗi , rách ống tay",NEU,2,3
"Áo mỏng, thun dãn, phù hợp giá tiền.","áo mỏng , thun dãn , phù_hợp giá tiền",POS,1,4
Giày nặng k nhẹ.,giày nặng không nhẹ,NEG,0,2
Chưa bao giờ mua hàng mà hài lòng với thái độ phục vụ đến như vậy!,chưa bao_giờ mua hàng mà hài_lòng với thái_độ phục_vụ đến như vậy !,POS,1,5
Kiểu dáng khác hẳn.,kiểu_dáng khác hẳn,NEG,0,2
Ko dám cho ai luôn vì sợ ngta chửi cho.,không dám cho ai luôn vì sợ ngta chửi cho,NEG,0,1
Vỏ trầy xước hơi cũ.,vỏ trầy_xước hơi cũ,NEG,0,2
Chắc lượng thi ok nhưng mình ko hài lòng về szie ạ.,chắc lượng thi ok nhưng mình không hài_lòng về szie ạ,NEU,2,3
Hủy đơn thì nhắn tin hỏi số đt để nạp tiền rồi tiếp tục im lặng.,hủy_đơn thì nhắn_tin hỏi số đt để nạp tiền rồi tiếp_tục im_lặng,NEU,2,3
"Đặt set 5 quần khác nhau thì lại gửi 2 cái giống nhau, k có set như thế mà shop cũng k ib lại cho khách để bảo.","đặt set 5 quần khác nhau thì lại gửi 2 cái giống nhau , không có set như thế_mà shop cũng không ib lại cho khách để bảo",NEG,0,1
Đóng gói sản phẩm chắc chắn hàng đẹp nhưng áo nhìn cũng đc.,đóng_gói sản_phẩm chắc_chắn hàng đẹp nhưng áo nhìn cũng được,POS,1,5
Thay vào đó là mác đã cài kim băng.,thay vào đó là mác đã cài kim_băng,NEG,0,1
Ko đúng trọng lượng.,không đúng trọng_lượng,NEG,0,2
Minh mua tiếp.,minh mua tiếp,NEU,2,3
Hàng đẹp lắm shop ơi.,hàng đẹp lắm shop ơi,POS,1,5
"Shop không uy tín, giao hàng thiếu 02 áo ""sơ mi ôm vải cotton tay dài cổ chữ V hàn quốc cho nữ mùa thu"".","shop không uy_tín , giao hàng thiếu 02 áo sơ_mi ôm vải cotton tay dài cổ chữ v hàn_quốc cho nữ mùa thu",NEG,0,1
Sản phẩm cực đẹp luôn..,sản_phẩm cực đẹp luôn,POS,1,5
Mà vải này rách thì chịu ko may lại đc.,mà vải này rách thì chịu không may lại được,NEG,0,2
Balo rất đẹp.,balo rất đẹp,POS,1,5
"Vải dày dặn mà vẫn mềm, co dãn mạnh nên mặc khá thoải mái.","vải dày_dặn mà vẫn mềm , co_dãn mạnh nên mặc khá thoải_mái",POS,1,4
Kẹp bị gựt tóc xíu.,kẹp bị gựt tóc xíu,NEU,2,3
Voucher chưa dùng nhưng đúng như shop mô tả.,voucher chưa dùng nhưng đúng như shop mô_tả,NEU,2,3
Giao hàng nhanh nhưng chất lượng vải kém quá.,giao hàng nhanh nhưng chất_lượng vải kém quá,NEG,0,2
Phù hợp với giá thành.,phù_hợp với giá_thành,NEU,2,3
Chất Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.,chất chất_lượng sản_phẩm tuyệt_vời đóng_gói sản_phẩm rất đẹp và chắc_chắn,POS,1,5
"Shop trả lời nhiệt tình, tư vấn nhanh chóng, dễ thương.","shop trả_lời nhiệt_tình , tư_vấn nhanh_chóng , dễ_thương",POS,1,4
"1m55 50kg mac ko vua, phải 60kg 1m6 moi vua.","1m55 50kg mac không vua , phải 60kg 1m6 moi vua",POS,1,4
"Quần đẹp ạ, cho 5 sao vì sự nhiệt tình và đáng yêu 💓.","quần đẹp ạ , cho 5 sao vì sự nhiệt_tình và đáng yêu",POS,1,5
Mẹ mình rất thích.,mẹ mình rất thích,NEU,2,3
Áo hơi mỏng nhưng giá như vậy là ổn rồi :).,áo hơi mỏng nhưng giá_như vậy là ổn rồi,NEU,2,3
"Shop phục vụ rất tốt, Rất đáng tiền, Thời gian giao hàng rất nhanh.","shop phục_vụ rất tốt , rất xứng_đáng , thời_gian giao hàng rất nhanh",POS,1,5
Nên gho con mặc ra ngoài của áo khác.,nên gho con mặc ra ngoài của áo khác,NEU,2,3
Ko biết có bền ko thôi.,không biết có bền không thôi,NEU,2,3
Vãi đẹp nhưng hoi mỏng .,vãi đẹp nhưng hoi mỏng,NEU,2,3
"Chất vải ko được đẹp, shop tư vấn nhiệt tình.","chất vải không được đẹp , shop tư_vấn nhiệt_tình",NEU,2,3
"Chất lượng sản phẩm tuyệt vời, cơ mà đóng gói kĩ quá, bóc mệt nghỉ luon!","chất_lượng sản_phẩm tuyệt_vời , cơ_mà đóng_gói kĩ quá , bóc mệt_nghỉ luon !",NEU,2,3
"Quần nhìn rất hời hợt, rất bé, đằng sau khi mặc thì lọt khe.","quần nhìn rất hời_hợt , rất bé , đằng sau khi mặc thì lọt khe",NEG,0,2
Chất lượng sản phẩm tương đối phù hợp với giá.,chất_lượng sản_phẩm tương_đối phù_hợp với giá,POS,1,5
Chất vải rất xấu mỏng và ráp.,chất vải rất xấu mỏng và ráp,NEG,0,1
"Mua 2,5kg, có 1 kìm.","mua 2 , 5 kg , có 1 kìm",NEG,0,2
Len chất hơi cứng chút😀Nhưng vẫn mặc Ok.,len chất hơi cứng chút nhưng vẫn mặc ok,NEU,2,3
Cực kỳ đẹp ❤️ tuy nhiên khi mua nên inb shop hỏi size trc vì có thể chênh lệch giữa các mẫu.,cực_kỳ đẹp tuy_nhiên khi mua nên inb shop hỏi size trc vì có_thể chênh_lệch giữa các mẫu,POS,1,4
Chất lượng sản phẩm tuyệt vời.Shop giao hàng nhanh và chu đáo nữa.,chất_lượng sản_phẩm tuyệt_vời . shop giao hàng nhanh và chu_đáo nữa,POS,1,4
Chất ko đẹp cho lắm.,chất không đẹp cho lắm,NEG,0,2
"Đây là món khoái khẩu của mình, nên sẽ ủng hộ shop dài dài.","đây là món khoái_khẩu của mình , nên sẽ ủng_hộ shop dài_dài",POS,1,5
Mua 3 cái đc nhận quà của shop thêm 1 cái ❤️❤️.,mua 3 cái được nhận quà của shop thêm 1 cái,NEU,2,3
Gói hàng quá kỹ.,gói hàng quá kỹ,NEG,0,2
Giao thiếu đồ.,giao thiếu_đồ,NEG,0,1
Sau rút kinh nghiệm nha.,sau rút kinh_nghiệm nha,NEU,2,3
Hợp với giá tiền.,hợp với giá tiền,NEU,2,3
In hình bị dính màu đỏ nhạt ở khỏang màu trắng.,in hình bị dính màu đỏ nhạt ở khỏang màu trắng,NEG,0,2
Okey.,okey,NEU,2,3
Quan đẹp lắm al.,quan đẹp lắm al,POS,1,5
Mặc bao mát 👍.,mặc bao_mát,POS,1,5
Tay áo ko thêu.,tay_áo không thêu,NEG,0,1
Áo màu đen in chữ trắng nhưng chữ xám xám bẩn bẩn.,áo màu đen in chữ trắng nhưng chữ xám xám bẩn bẩn,NEG,0,1
Shop giao thiếu 1c nhưng đã hoàn tiền.,shop giao thiếu 1c nhưng đã hoàn tiền,POS,1,4
Áo ko giống trong hình Chất lượng sản phẩm rất kém.,áo không giống trong hình chất_lượng sản_phẩm rất kém,NEG,0,1
Áo hơi mỏng...nhưng so với giá thì cũng tạm..,áo hơi mỏng . nhưng so với giá thì cũng tạm,POS,1,4
Màu tối hơn ảnh.,màu tối hơn ảnh,NEG,0,2
"Cảm ơn admin, chủ shop bán thẻ nhé ạ.","cảm_ơn admin , chủ shop bán thẻ nhé ạ",NEU,2,3
Vải dễ nhăn.,vải dễ nhăn,NEG,0,2
"Chất lượng sản phẩm rất kém Chất lượng sản phẩm rất kém, lỗi.","chất_lượng sản_phẩm rất kém chất_lượng sản_phẩm rất kém , lỗi",NEG,0,1
dây ngắn quá.,dây ngắn quá,NEU,2,3
Đang dùng và thấy rất hiệu quả;giá cả thì hợp lí ;thời gian giao hàng rất nhanh.,đang dùng và thấy rất hiệu_quả giá_cả thì hợp_lí thời_gian giao hàng rất nhanh,POS,1,5
Chẳng hiểu sao iCheck k ra vay shop oi.,chẳng hiểu sao icheck không ra vay shop oi,NEU,2,3
Áo không hề giống hình .,áo không hề giống hình,NEG,0,1
Áo đẹp. .. ok..,áo đẹp . ok,POS,1,5
"Áo màu trắng hơi mỏng, nhưng đẹp Rất đáng tiền.","áo màu trắng hơi mỏng , nhưng đẹp rất xứng_đáng",POS,1,5
Đẹp như hình.,đẹp như hình,NEU,2,3
Shop tử tế.,shop tử_tế,POS,1,4
