Dòng số	Text	Lỗi phát hiện
5544	giải_quyết khiếu_nại khách_hàng vô_cùng yếu_kém hàng dặt 1 t...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5546	Mới mua mà k cài được app messenger vói nhaccuatui trong Ch ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5563	quá tệ máy ko tải dc ứng dụng mà mới mua chưa dc 1 tháng đề ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5573	áo thì được nhưng shop làm_ăn cẩu_thả không đọc tin nhắn khá...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5578	thề luôn cái app nó rác để hàng 18 mà vẫn mặt dày cho bán đế...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5583	shipper không hề ổn app cũng được nhưng không có nhiều vouch...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5584	đặt màmà shop lại giao màu nâu đậm u đen...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5597	Mới mua hôm nay. Không tải được ứng dụng trên ch play. Cảm b...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5603	Mk dùng đc mấy ngày thì mướt xong bị tình trạng lướt như đua...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5621	đã nt cho shop đổi size rồi mà vẫn giao size l . đã thế còn ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5630	shop gửi không đúng hàng , đã gửi hàng chờ shop đổi nhưng ch...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5632	bọn lừa_đảo . tao mua quần tặng vợ mà lai gửi cho tao cái qu...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5633	Rất tốt trong tầm giá. Hơn những hãng khác ở con chip rất mạ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5640	good app ai đang cần vay gõ_trang tui đợt này thiếu số nên h...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5642	Theo tôi thì thua ip một bậc còn bin thì hơi kém chút nhưng ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5649	đặt áo size s mà giao nhầm mình , cũng may là mặc được , tho...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5653	rõ là tiền ship 0 k mà ấn vào thấy tiền ship 29 k...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5657	là mình ưng...	Target 'nói_chung' không tìm thấy trong text
5675	lần đầu xóa lazada sau 9 năm sử_dụng với cương_vị vừa là ngư...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5684	chất vải đẹp , mát nhưng hơi dễ nhàu , hàng giao nhanh , màu...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5691	Hôm lấy bàn_phím mình thì vội công việc . Về hôm sau mình mớ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5694	giao sai sản_phẩm mà không chịu hoàn tiền lại cho người ta ứ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5695	nhiều cửa_hàng bán hàng kém chất_lượng nhưng tiki không có c...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5699	đóng_gói sản_phẩm không được đẹp nhưng sản_phẩm vừa_vặn , ph...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5700	rõ là tiền ship 0 k mà ấn vào thấy tiền ship 29 k...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5703	Xạc đầy 100% pin không xài mà vẫn tụt pin là sao tat hết ứng...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5732	các cửa_hàng trong app kém chất_lượng giao hàng sai mà hiệu_...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5741	đã nhận hàng không giồng hình lắm nhưng nói_chung là được so...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5759	Vì công việc nên mới xài vị trí... đến lúc xài mất cả 1thoi ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5764	Mới mua dc 2 ngày lỗi máy_hút_bụi phần mềm vào telegram k cả...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5772	phần_mềm này rất ưng_ý toàn có hàng săn_seo nữa mà ngon...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5777	Sau hơn 1 tháng trải nghiệm mới vào review đây mn ơi. Tầm gi...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5785	app bỏ tiền ra quảng_cáo rất nhiều trên các app khác nhưng c...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5786	shop phục_vụ rất kém , hàng trước khi giao bị dơ_bẩn , shop ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5789	minh đặt quần ngắn mà giao quần_dài...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5791	app lỗi xoay xoay xong tự đặt đơn rồi éo cho hủy mà bom hàng...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5797	phí ship gấp nhiều lần tiền hàng cùng sản_phẩm bên shoppi gi...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5798	tuy bị sứt , đường nép gấp không nhưng giá_như thế hợp_lý rồ...	Target 'đường may' không tìm thấy trong text
5815	Trong tầm giá dưới 5tr ,mn nên mua máy này, chip ok,màn hình...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5819	giao hang rất nhanh và máy_hút_bụi tốt nhưng sđt thì gi sai_...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5867	các cửa_hàng trong app kém chất_liệu giao hàng sai mà hiệu_q...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5880	Điện thoại không dùng, đóng tất cả các ứng dụng chạy ngầm rồ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5886	Máy chán lắm. Ai xài hàng cùi bắp đi lên thì thấy oke. Còn a...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5894	cho chọn 3 món bất_kỳ mua với giá 0 đ cho người mới mà shop ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5896	giá cao hơn app khác nhưng an_toàn về chất_liệu không sợ hàn...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5899	Đã sử dụng đc 30 ngày thấy Sản phẩm tốt trong tầm giá, lướt ...	Target 'nhân viên' không tìm thấy trong text
5914	phí ship gấp nhiều lần tiền hàng cùng sản_phẩm bên shoppi gi...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5918	thật_ra mình ngắm_nghía cả mấy shop , nhưng quyết_định mua ở...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5926	mua hàng trên nền_tảng này giá hợp_lí giao hàng nhanh nhưng ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5928	tưởng voucher mà giao evoucher nên hơi thất_vọng tí...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5937	chưa sử_dụng nên không_thể đánh_giá được sản_phẩm...	Target 'chất_lượng sản_phẩm' không tìm thấy trong text
5944	Lên miui11 ngon lành hơn bản miui10 cập nhật dì các bạn lên ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5963	qc như qq bấm chỗ lon nào cũng văng vô_app nói thật nếu ngta...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5970	Mới dùng được 10 ngày thấy ổn trong tầm giá. Chụp ảnh đẹp. C...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5985	shipper không hề ổn app cũng được nhưng không có nhiều vouch...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5989	ta pamper về giá tầm trung nhưng xài chất_lượng rất ok...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5998	Máy_hút_bụi lỗi nghe nhạc bluetooth . Ra bảo hảnh thì nhân v...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
5999	app dễ tìm_kiếm sản_phẩm mà mình cần sẽ tiếp_tục ủng_hộ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6001	Khá tốt trong tầm giá. Pin ổn, loa tốt. Máy chơi game mấy dò...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6010	Bán giá trên trời ! Con này tôi mua chính hãng nửa tháng trư...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6031	biến vân tệ, hình biến chậm , ko mượt cứ như cũ vậy. , nhiều...	Target 'màn hình' không tìm thấy trong text
6033	app xóa tài_khoản vì bên bán hàng_họ giao hàng_không đúng mì...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6044	giá tương đối tốt nhưng app chưa ổn lắm...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6047	Sefie màu da vàng khè. Nút app mờ ko sắc nét. So với tầm giá...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6048	shop giao thiếu hàng , nhắn_tin bảo sẽ bù lại tiền nhưng chẳ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6082	cấu hình vô địch trong tầm giá , nhưng sóng gió không biết t...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6090	app nhucc hàng đ giao nhưng từ_chối hoàn tiền...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6098	cửa_hàng giao sai sản_phẩm nhưng tiki chỉ hỗ_trợ đổ được chứ...	Target 'đổi size' không tìm thấy trong text | Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6103	mền giao sai màu đóng_gói sản_phẩm bình thường , chất_lượng ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6125	giá mua thì ok rùi nhưng giá ship hàng cao lắm mong lazada c...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6126	Máy dep xai ổn mà không hài lòng về pin không xài tat hết ứn...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6133	để 5 sao cho vui thôi cho ace đọc chứ ứng_dụng gì mà xem củ_...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6150	giao hàng chậm vl không đa_dạng mẫu_mã như shoppe không giao...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6153	không biết nói như_thế_nào nữa , chuột vẫn chạy bt qua keo m...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6159	giao hàng bể vở hàng_không đến lấy báo delay đến khi nào hết...	Target 'kiểu' không tìm thấy trong text
6162	chất_lượng ok nhưng mình đặt áo màu đỏ giao cho mình màu đen...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6164	Sạc nhanh. Pin trâu. Loa bé tẹo. Ko có tai nghe kèm. Màu máy...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6174	đã lưu_ý rõ là shop tránh nhầm size , màu thì có_thể giao sa...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6180	giá rẻ nhưng chất_liệu khá đẹp...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6183	khách_hàng vô_cùng quen_thuộc của shopee nhưng có điểm rất k...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6195	áo giao hàng từ nước_ngoài nhưng vải không đẹp , nói_chung t...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6196	giá sản_phẩm hơi chát tiền ship đắt nhưng chất_lượng tốt...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6206	Máy mượt, pin trâu nhưng khi xem phim hay chơi game hay lên ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6220	giao nhầm địa_chỉ đã từ_chối nhận hàng nhưng hơn 12 ngày rồi...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6222	Từ khi cập nhật Adroid10 bị lag đơ các kiểu loa thì bé xạc c...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6229	Mua được 2 tháng tốt ngon nhưng có 3 nhượt điểm 
1 chơi free...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6235	hên không bắt_mắt...	Target 'thiết_kế' không tìm thấy trong text
6236	Theo mình máy này mà nâng cấp pin lên 3500  + màn hình tràn ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6252	Mình mua máy đc gần 1 tháng camera k như quảng cáo. Chụp mờ ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6254	Mới mua dc 2 ngày lỗi máy_hút_bụi phần mềm vào telegram k cả...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6275	giao không đúg màu nhưng chất_lượng sản_phẩm tốt...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6276	giao hàng ổn nhưng app không quá tốt...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6283	giao sản_phẩm áo bị dính màu . sao không kiểm_tra hàng roi g...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6289	Tui mua bên tgdd và đag sài ss a51 theo cảm nhận của tui màn...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6306	trời ơi choice đang mua ngon_lành tăng lên mua 7 món mới đượ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6316	app khá ổn nhưng tầm_giá không quá tốt...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6333	shop làm_ăn cẩu_thả . áo lỗi cũng đem giao cho khách . tôi y...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6349	giao quần không đúng màu...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6350	hỏi shop thì bảo tại_sao bạn mua hàng không vừa mà shop phải...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6362	giá ổn nhưng app không quá tốt...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6366	tôi đặt_hàng từ 29 10 2018 đến nay 05 11 chưa nhận được hàng...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6382	Tốt trong tầm giá. Pin thì cực kỳ trâu,màn hình amoled. Đừng...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6392	nhờ gỡ khóa vĩnh_viễn số điện_thoại mà nhân_viên trả_lời hời...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6406	Mình mua hồi 30/04/2019 giá tận 14tr mà giờ còn 9tr -.- ipho...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6412	giao nhầm tất 3d 6s thành tất lưới loại rẻ . đã dặn kĩ trc k...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6414	Mình mới mua hàng Xiaomi Note9s thấy ghi thông số kỹ thuật l...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6418	trước tết đặt bao_nhiêu chả giao 1 cái không nói gì qua tết ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6423	11 1 2026 khá hài_lòng khi chọn mua sản_phẩm tuy còn có nhữn...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6462	Màn hình cực tệ vừa rơi nhẹ đã bể v mà bảo kính cường lực
Lâ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6473	ngâm đơn hàng từ 31 7 đến 19 8 vẫn chưa thấy giao liên_hệ tổ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6483	app này là app mua_sắm hay app lừa_đảo vậy thông_báo được hi...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6488	mình đặt size 36 trung_bình lại giao 37...	Target 'shop' không tìm thấy trong text
6495	shop quá tệ , sản_phẩm mặc 1 lần xù luôn . mình mua kèm thẻ ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6497	lần đầu xóa lazada sau 9 năm sử_dụng với cương_vị vừa là ngư...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6505	giá tương đối tốt nhưng app chưa ổn lắm...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6510	dịch_vụ siêu_siêu_tệ mn không nên mua_sắm trên lazada để trá...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6512	cái choice hồi trước dùng tốt bây_giờ tệ thật_sự giao_lâu hơ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6533	Sefie màu da vàng khè. Nút ứng dụng mờ ko sắc nét. So với tầ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6542	Sản phẩm quá tốt trong tầm giá, màn hình hiển thị đẹp, camer...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6543	Mua được 2 tháng tốt ngon nhưng có 3 nhượt điểm 
1 chơi free...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6549	chất_lượng ổn nhưng không bằng quần giống y_vậy 20k cái ạ , ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6568	Loa hơi nhỏ , đt rất nặng tất cả còn lai đều ổn trong tầm gi...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6576	good app ai đang cần vay gõ_trang tui đợt này thiếu số nên h...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6596	Gửi hình ảnh về cộng dây sạc sạc chưa đc 5 lần, toàn phải mư...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6599	cổ áo bị rách shop nên ktra kĩ trc khi giao , mình 40kg cao ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6600	Máy sử dụng rất tốt. Với giá tiền này là quá ok.Máy chạy cực...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6613	Sau khi trải nghiệm sản phẩm mình thấy máy đáp ứng tốt những...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6631	đặt một mẫu đã nhắn_tin gửi ảnh cho shop cũng như chọn đúng ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6632	Mình thân thiện hồi 30/04/2019 giá tận 14tr mà giờ còn 9tr -...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6636	tài_khoản của tôi đã bị lỗi cr01 không cho sử_dụng voucher m...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6640	sản_phẩm đúng mô_tả nhưng hơi rộng nách thời_gian giao hàn r...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6661	Loa rè, Bộ nhớ trong ít mà gắn thẻ nhớ vào thì phần mềm máy ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6670	shop giao thiếu hàng , nhắn_tin bảo sẽ bù lại tiền nhưng chẳ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6673	áo không giốg hình dây 1 màu áo 1 màu giao hàng áo dơ như để...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6675	chất khá ổn nhưng shop gửi sai mẫu...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6677	Máy ok Loa thì bé bình_thường ạ 💓💓 đc nhân 3 dụng mes zalo q...	Target 'ứng dụng' không tìm thấy trong text
6698	Sau hơn 1 tháng trải nghiệm mới vào review đây mn ơi. Tầm gi...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6702	tôi mua áo_mưa từ tiki kangoro họ làm_ăn gian_dối và giao ch...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6703	hàng dơ quá vậy_mà cũng dám bán cho khách...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6730	Loa ngoài lâu lâu bị rè không biết là do phần mềm hay phần c...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6731	giải_quyết khiếu_nại khách_hàng vô_cùng yếu_kém hàng dặt 1 t...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6737	Máy về dùng rất mượt hợp với giá tiền,màn hình to phù hợp vớ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6748	mong là được free ship chứ mua có 20 k_hà mà tiền ship 35 k...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6764	Sản phẩm tốt , giao diện và tùy biến của Samsung hơn hẳng op...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6765	giá_thành rẻ nên chất_lượng cũng không dám mong_đợi nhiều nh...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6775	rất nhiều đơn đang trên đường giao rồi mà_lại bị hoàn_trả kh...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6781	Mình mới mua hàng Xiaomi Note9s thấy ghi thông số kỹ thuật l...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6792	so với lúc trước app đã cải_thiện hơn nhưng vẫn có mấy kênh ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6797	giao hàng siêu_lâu đặt một món hàng mà đến gần 2 tháng mới g...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6800	áo khá ok so với giá , mình đặt size mình vì nghĩ nó sẽ rộng...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6803	giá k tiền 50 đã kh mã giảm_giá nữa mua bằng còn ngon hơn sa...	Target 'ship' không tìm thấy trong text
6806	Cho hỏi máy vừa mua được 1 ngày từ 00 giờ đên 5 giờ sáng tắt...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6812	hàng này hết nên được chị chủ nhắn_tin tư_vấn tận_tình đổi s...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6827	ngâm đơn hàng từ 31 7 đến 19 8 vẫn chưa thấy giao liên_hệ tổ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6836	chưa gieo nên chưa biết...	Target 'chất_lượng' không tìm thấy trong text
6860	giao cũng nhanh_đơn cũng rẻ mà mấy này ht cho voucher r qua ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6867	Huawei p30 lite mọi thứ đều tốt chỉ trừ camera, mình cảm thấ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6872	trải_nghiệm tệ_hại lươn_lẹo bất_tín lần đầu dùng app phần_mề...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6882	đặt xanh đậm mà giao mảu xám , thất_vọng quá , màu thấy củ_x...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6910	toàn giá ảo_phí ship cao hơn cả giá hàng từ giờ không bh ủng...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6913	trải_nghiệm tệ_hại lươn_lẹo bất_tín lần đầu dùng app phần_mề...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6924	chất_lượng sản_phẩm được sai thì hơi nhỏ shop bảo 70kg vừa m...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6925	xài app thì tốt đấy ổn_định nhưng hàng muốn tìm thì ít quá k...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6934	Đa nhiệm kém! Lúc chuyển sang ứng dụng nặng như Liên Quân th...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6936	ngâm đơn hàng từ 31 7 đến 19 8 vẫn chưa thấy giao liên_hệ tổ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6937	Mới trải nghiệm 1 ngày mà chán quá chơi game song thoát ra h...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6943	Trong tầm giá thì xài cũng đc .mỗi cái vân tay vs mở khóa kh...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6947	11 1 2026 hài lòng hài_lòng khi chọn mua sản_phẩm tuy còn có...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6956	Máy tốt,pin trâu,tảu phần mềm rất nhanh,camera tạm nhiệt tìn...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6960	Sefie màu da vàng khè. Nút ứng dụng mờ ko sắc nét. So với tầ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6978	Sản phẩm quá tốt trong tầm giá, chuột hiển thị đẹp, camera c...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6988	ít_mã giảm_giá phí vận_chuyển quá cao mua cái hàng giá có 15...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
6996	Hôm nay vừ làm 2 em xong nhé,về cập nhật xong dùng mượt miễn...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7029	Sefie màu da vàng khè. Nút app mờ ko sắc nét. So với tầm giá...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7033	trải_nghiệm tệ_hại lươn_lẹo bất_tín lần đầu dùng app ứng_dụn...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7036	cho 3 sao vì đã đi đầu trong việc sử_dụng blockchain có toke...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7040	mở app lên thấy voucher thì bấm lấy mà báo phát_hiện hoạt_độ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7055	Máy vào mạng khá chậm. Pin 4000 mà nhanh tụt. Để qua đêm tắt...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7063	Tui mua bên tgdd và đag sài ss a51 theo cảm nhận của tui màn...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7068	đặt_hàng xong chờ mãi đến bưu_cục đích thì không giao mà aut...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7071	cho 3 sao vì đã đi đầu trong việc sử_dụng blockchain có toke...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7074	giao không đúg nhưngu mà chất_lượng sản_phẩm tốt...	Target 'màu' không tìm thấy trong text | Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7079	lành, mượt. Màn 120hz, Hệ điều hành của oneplus thì khỏi bàn...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7105	rất thích mua ở app giá rẻ nhưng đôi_khi shoppe cũng lỗi nhi...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7107	Tui mua bên tgdd và đag sài ss a51 theo cảm nhận của tui màn...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
7111	tuy không tiện bằng shope và tiktok nhưng_mà rẻ hơn các sàn ...	Câu đối lập nhưng tất cả sentiment giống nhau (nguy cơ leakage)
