content,score,app_source,sentiment,language,review_text_clean,review_text_segmented
"Vô đăng kí thì kêu xác thực tài khoản, k muốn xác thực ấn dấu × để về lại trang nhập mã pin. Vô trang xong vẫn kêu xác thực, xác thực thì cx k đc.",1,com.lazada.android,negative,vi,vô đăng kí thì kêu xác thực tài khoản không muốn xác thực ấn dấu để về lại trang nhập mã pin vô trang xong vẫn kêu xác thực xác thực thì cũng không đc,vô đăng_kí thì kêu xác_thực tài_khoản không muốn xác thực_ấn dấu để về lại trang nhập_mã pin vô_trang xong vẫn kêu xác_thực xác_thực thì cũng không đc
"đăng nhập không được,toàn báo là bị khoá vì cái khỉ gì ấy",1,com.lazada.android,negative,vi,đăng nhập không được toàn báo là bị khoá vì cái khỉ gì ấy,đăng nhập không được toàn báo là bị khóa vì cái khỉ gì ấy
app khó dùng mua đơn không áp được mã nào chỉ được free ship,1,com.lazada.android,negative,vi,app khó dùng mua đơn không áp được mã nào chỉ được free ship,app khó dùng mua đơn không áp được mã nào chỉ được free ship
cacao rất ngon.chuan vị cacao cho shop 5 sao,5,com.lazada.android,positive,vi,cacao rất ngon chuan vị cacao cho shop 5 sao,cacao rất ngon chuan_vị cacao cho shop 5 sao
"không thích cách quảng cáo trên mấy web khác, toàn dụ nhấp vào rồi chuyển trang, không nhấp vào cũng chuyển. Đủ phiền rồi đó",1,com.lazada.android,negative,vi,không thích cách quảng cáo trên mấy web khác toàn dụ nhấp vào rồi chuyển trang không nhấp vào cũng chuyển đủ phiền rồi đó,không thích cách quảng_cáo trên mấy web khác toàn dụ nhấp vào rồi chuyển_trang không nhấp vào cũng chuyển đủ phiền rồi đó
Đã hủy đơn mà kh hoàn đủ số tiền,1,com.lazada.android,negative,vi,đã hủy đơn mà kh hoàn đủ số tiền,đã hủy_đơn mà kh hoàn_đủ số tiền
Bị cr01 ko mua hàng đc,1,com.lazada.android,negative,vi,bị cr01 không mua hàng đc,bị cr01 không mua hàng đc
Lazada tự ý đánh lỗi CR01 trong khi chưa mua gì ????,1,com.lazada.android,negative,vi,lazada tự ý đánh lỗi cr01 trong khi chưa mua gì,lazada tự_ý đánh lỗi cr01 trong khi chưa mua gì
hàng tìm mua dễ ưu đãi cho người mua ok,5,com.lazada.android,positive,vi,hàng tìm mua dễ ưu đãi cho người mua ok,hàng tìm mua dễ ưu_đãi cho người mua ok
"tạo tk với sdt cũng bị khóa, chịu",1,com.lazada.android,negative,vi,tạo tk với sdt cũng bị khóa chịu,tạo tk với sdt cũng bị khóa chịu
"mới đăng nhập vào ứng dụng để mua hàng nó cứ hiện tài khoản của bạn bị khoá vì lí do bảo mật, trong khi mới đăng nhập app lần đầu, trải nghiệm tệ nhất mà tôi từng biết.",1,com.lazada.android,negative,vi,mới đăng nhập vào ứng dụng để mua hàng nó cứ hiện tài khoản của bạn bị khoá vì lí do bảo mật trong khi mới đăng nhập app lần đầu trải nghiệm tệ nhất mà tôi từng biết,mới đăng_nhập vào ứng_dụng để mua hàng nó cứ hiện tài_khoản của bạn bị khóa vì lí_do bảo_mật trong khi mới đăng_nhập app lần đầu trải_nghiệm tệ nhất mà tôi từng biết
tài khoản lâu năm đang sử dụng lại bị CR01. bực bội ghê,1,com.lazada.android,negative,vi,tài khoản lâu năm đang sử dụng lại bị cr01 bực bội ghê,tài_khoản lâu năm đang sử_dụng lại bị cr01 bực_bội ghê
app như c,1,com.lazada.android,negative,vi,app như c,app như c
"Trải nghiệm tuyệt mua hàng đúng mẫu , mọi người nên chọn shop uy tín mua nhé,hơi phiền vì thông báo tin nhắn, với quảng cáo nhiều trên các ứng dụng",4,com.lazada.android,positive,vi,trải nghiệm tuyệt mua hàng đúng mẫu mọi người nên chọn shop uy tín mua nhé hơi phiền vì thông báo tin nhắn với quảng cáo nhiều trên các ứng dụng,trải_nghiệm tuyệt_mua hàng đúng mẫu mọi người nên chọn shop uy_tín mua nhé hơi_phiền vì thông_báo tin_nhắn với quảng_cáo nhiều trên các ứng_dụng
tư vấn nhiệt tình,5,com.lazada.android,positive,vi,tư vấn nhiệt tình,tư_vấn nhiệt_tình
"Quá ít voucher lại còn mắc hơn shoppe,không có free ship luôn",3,com.lazada.android,neutral,vi,quá ít voucher lại còn mắc hơn shoppe không có free ship luôn,quá ít voucher lại còn mắc hơn shoppe không có free ship luôn
Tôi đã mua hàng hàng chưa báo giao tại sao hủy đề nghị xem lại xếp pơ giao hàng,1,com.lazada.android,negative,vi,tôi đã mua hàng hàng chưa báo giao tại sao hủy đề nghị xem lại xếp pơ giao hàng,tôi đã mua hàng hàng chưa báo giao tại_sao hủy đề_nghị xem_lại xếp pơ giao hàng
"Bị khoá tài khoản (CR01) dù chưa mua hàng, rất tuyệt :)",1,com.lazada.android,negative,vi,bị khoá tài khoản cr01 dù chưa mua hàng rất tuyệt,bị khóa tài_khoản cr01 dù chưa mua hàng rất tuyệt
mua hàng tốt,4,com.lazada.android,positive,vi,mua hàng tốt,mua hàng tốt
0k rất lên dùng,5,com.lazada.android,positive,vi,0k rất lên dùng,0 k rất lên dùng
mẹ nó chạy quảng cáo tự động,1,com.lazada.android,negative,vi,mẹ nó chạy quảng cáo tự động,mẹ nó chạy quảng_cáo tự_động
"ứng dụng này được OK , tìm kiếm được hàng .",5,com.lazada.android,positive,vi,ứng dụng này được ok tìm kiếm được hàng,ứng_dụng này được ok tìm_kiếm được hàng
Tôi có đơn hàng ngày 06/9 đến nay gần 1 tháng rồi mà Shop Zínshu vẫn chưa gởi bên vận chuyển giao hàng cho Tôi vậy Lazada????,2,com.lazada.android,negative,vi,tôi có đơn hàng ngày 06 9 đến nay gần 1 tháng rồi mà shop zínshu vẫn chưa gởi bên vận chuyển giao hàng cho tôi vậy lazada,tôi có đơn hàng ngày 06 9 đến nay gần 1 tháng rồi mà shop zínshu vẫn chưa gởi bên vận_chuyển_giao hàng cho tôi vậy lazada
"Những đơn hàng mua thanh toán trước nếu gặp sự cố về hàng hóa, trả hàng, shop giao thiếu ... lazada báo đã hoàn tiền nhưng thực chất không có hoàn. Cả tháng sau kiểm tra thì mới phát hiện là tiền không được hoàn, liên hệ trung tâm hỗ trợ thì các nhân viên tổng đài nói chuyện thái độ rất kém, và kiểu như đợi đi, khi nào có thông tin sẽ báo, khách hàng ko có nghĩa lý gì.",1,com.lazada.android,negative,vi,những đơn hàng mua thanh toán trước nếu gặp sự cố về hàng hóa trả hàng shop giao thiếu lazada báo đã hoàn tiền nhưng thực chất không có hoàn cả tháng sau kiểm tra thì mới phát hiện là tiền không được hoàn liên hệ trung tâm hỗ trợ thì các nhân viên tổng đài nói chuyện thái độ rất kém và kiểu như đợi đi khi nào có thông tin sẽ báo khách hàng không có nghĩa lý gì,những đơn hàng mua thanh_toán trước nếu gặp sự_cố về hàng hóa trả hàng shop giao thiếu lazada báo đã hoàn_tiền nhưng thực_chất không có hoàn cả tháng sau kiểm_tra thì mới phát_hiện là tiền không được hoàn_liên_hệ trung_tâm hỗ_trợ thì các nhân_viên tổng_đài nói_chuyện thái_độ rất kém và kiểu như đợi đi khi nào có thông_tin sẽ báo khách_hàng không có nghĩa_lý gì
trang bán hàng đẹp rẻ rất tiện lợi,5,com.lazada.android,positive,vi,trang bán hàng đẹp rẻ rất tiện lợi,trang bán hàng đẹp rẻ rất tiện_lợi
"bỏ qua nhiều lần nhưng vẫn tệ hại. tổng đơn 292,417d. tôi thanh toán qua viettel money. và đã báo giao dịch thành công. nhưng lazada bạn bảo chưa nhận được tiền nên chưa chốt đơn kêu tôi liên hệ viettel money. tôi liên hệ bên viettel thì xác nhận đã giao dịch thành công. bên này đẩy bên kia. (tôi tin viettel hơn bạn). thế là mất tiền. sau bình luận này tôi sẽ bỏ lazada vĩnh viễn.",1,com.lazada.android,negative,vi,bỏ qua nhiều lần nhưng vẫn tệ hại tổng đơn 292 417d tôi thanh toán qua viettel money và đã báo giao dịch thành công nhưng lazada bạn bảo chưa nhận được tiền nên chưa chốt đơn kêu tôi liên hệ viettel money tôi liên hệ bên viettel thì xác nhận đã giao dịch thành công bên này đẩy bên kia tôi tin viettel hơn bạn thế là mất tiền sau bình luận này tôi sẽ bỏ lazada vĩnh viễn,bỏ_qua nhiều lần nhưng vẫn tệ_hại tổng_đơn 292 417 d tôi thanh_toán qua viettel_money và đã báo giao_dịch thành_công nhưng lazada bạn bảo chưa nhận được tiền nên chưa chốt đơn kêu tôi liên_hệ viettel money tôi liên_hệ bên viettel thì xác_nhận đã giao_dịch thành_công bên này đẩy bên kia tôi tin viettel hơn bạn thế_là mất tiền sau bình_luận này tôi sẽ bỏ lazada vĩnh_viễn
mới lập acc chưa làm gì đã bị ban rồi,1,com.lazada.android,negative,vi,mới lập tài khoản chưa làm gì đã bị ban rồi,mới lập tài_khoản chưa làm_gì đã bị ban rồi
lazzada giờ ship cao vá chỉ có Tiktok ngon hơn,3,com.lazada.android,neutral,vi,lazzada giờ ship cao vá chỉ có tiktok ngon hơn,lazzada giờ ship cao_vá chỉ có tiktok ngon hơn
Càng ngày càng nản.,2,com.lazada.android,negative,vi,càng ngày càng nản,càng_ngày_càng nản
"Vô VayTotNhat nhận 5tr khi vay minh bạch, chi phí thấp lắm",5,vn.tiki.app.tikiandroid,positive,vi,vô vaytotnhat nhận 5tr khi vay minh bạch chi phí thấp lắm,vô vaytotnhat nhận 5 tr khi vay minh_bạch chi_phí thấp lắm
"Giờ vay nhẹ 5tr thì vào VayTotNhat, rất minh bạch",5,vn.tiki.app.tikiandroid,positive,vi,giờ vay nhẹ 5tr thì vào vaytotnhat rất minh bạch,giờ vay nhẹ 5 tr thì vào vaytotnhat rất minh_bạch
"Đừng quên điền 4 1 1 0 2 2 2 5 để nhận 5tr khá ổn, cần phát sinh lệnh trải nghiệm rất tệ, giải quyết không thỏa đáng, lừa dối khách hàng tốt nhất đừng mua ở đây",5,vn.tiki.app.tikiandroid,positive,vi,đừng quên điền 4 1 1 0 2 2 2 5 để nhận 5tr khá ổn cần phát sinh lệnh trải nghiệm rất tệ giải quyết không thỏa đáng lừa dối khách hàng tốt nhất đừng mua ở đây,đừng quên điền 4 1 1 0 2 2 2 5 để nhận 5 tr khá ổn cần phát_sinh lệnh trải_nghiệm rất tệ giải_quyết không thỏa đáng lừa_dối khách_hàng tốt nhất đừng mua ở đây
Quá tệ,1,vn.tiki.app.tikiandroid,negative,vi,quá tệ,quá tệ
"Để đảm bảo có 5tr nên vô VayTotNhat, rất nhanh luôn 2026 rồi sao không xác minh chính chủ tài khoản app tiki được vậy ạ, tới bước chụp ảnh là hiện Có lỗi xảy ra, ko thao tác nhấn nút chụp ảnh được lun ạ",5,vn.tiki.app.tikiandroid,positive,vi,để đảm bảo có 5tr nên vô vaytotnhat rất nhanh luôn 2026 rồi sao không xác minh chính chủ tài khoản app tiki được vậy ạ tới bước chụp ảnh là hiện có lỗi xảy ra không thao tác nhấn nút chụp ảnh được lun ạ,để đảm_bảo có 5 tr nên vô_vaytotnhat rất nhanh luôn 2026 rồi sao không xác_minh chính chủ_tài_khoản app tiki được vậy ạ tới bước chụp ảnh là hiện có lỗi xảy ra không thao_tác nhấn nút chụp ảnh được lun ạ
"trải nghiệm rất tệ, giải quyết không thỏa đáng, lừa dối khách hàng tốt nhất đừng mua ở đây",1,vn.tiki.app.tikiandroid,negative,vi,trải nghiệm rất tệ giải quyết không thỏa đáng lừa dối khách hàng tốt nhất đừng mua ở đây,trải_nghiệm rất tệ giải_quyết không thỏa đáng lừa_dối khách_hàng tốt nhất đừng mua ở đây
"Cần vay gõ VayTotNhat nhận 5tr luôn quá ok, ngay lúc này. 2026 rồi sao không xác minh chính chủ tài khoản app tiki được vậy ạ, tới bước chụp ảnh là hiện Có lỗi xảy ra, ko thao tác nhấn nút chụp ảnh được lun ạ",5,vn.tiki.app.tikiandroid,positive,vi,cần vay gõ vaytotnhat nhận 5tr luôn quá ok ngay lúc này 2026 rồi sao không xác minh chính chủ tài khoản app tiki được vậy ạ tới bước chụp ảnh là hiện có lỗi xảy ra không thao tác nhấn nút chụp ảnh được lun ạ,cần vay gõ vaytotnhat nhận 5 tr luôn quá ok ngay lúc này 2026 rồi sao không xác_minh chính chủ_tài_khoản app tiki được vậy ạ tới bước chụp ảnh là hiện có lỗi xảy ra không thao_tác nhấn nút chụp ảnh được lun ạ
"cháu thiếu 1 mảnh là có tivi rồi ạ, nhà cháu không có tivi",5,vn.tiki.app.tikiandroid,positive,vi,cháu thiếu 1 mảnh là có tivi rồi ạ nhà cháu không có tivi,cháu thiếu 1 mảnh là có tivi rồi ạ nhà cháu không có tivi
Hay lắm! Cảm ơn tiki đã cho trải nghiệm thú vị!!!,5,vn.tiki.app.tikiandroid,positive,vi,hay lắm cảm ơn tiki đã cho trải nghiệm thú vị,hay lắm cảm_ơn tiki đã cho trải_nghiệm thú_vị
Tiki rất tốt Hãy mua hàng trên Tiki nha mọi người,5,vn.tiki.app.tikiandroid,positive,vi,tiki rất tốt hãy mua hàng trên tiki nha mọi người,tiki rất tốt hãy mua hàng trên tiki_nha mọi người
"2026 rồi sao không xác minh chính chủ tài khoản app tiki được vậy ạ, tới bước chụp ảnh là hiện Có lỗi xảy ra, ko thao tác nhấn nút chụp ảnh được lun ạ",4,vn.tiki.app.tikiandroid,positive,vi,2026 rồi sao không xác minh chính chủ tài khoản app tiki được vậy ạ tới bước chụp ảnh là hiện có lỗi xảy ra không thao tác nhấn nút chụp ảnh được lun ạ,2026 rồi sao không xác_minh chính chủ_tài_khoản app tiki được vậy ạ tới bước chụp ảnh là hiện có lỗi xảy ra không thao_tác nhấn nút chụp ảnh được lun ạ
giải quyết chăm sóc khách hàng nhanh.,5,vn.tiki.app.tikiandroid,positive,vi,giải quyết chăm sóc khách hàng nhanh,giải_quyết chăm_sóc khách_hàng nhanh
hẹn chu nhat mà thứ tu mới giao 800 đồng cũng tính tiền,1,vn.tiki.app.tikiandroid,negative,vi,hẹn chu nhat mà thứ tu mới giao 800 đồng cũng tính tiền,hẹn chu_nhat mà thứ_tu mới giao 800 đồng cũng tính tiền
cái app xàm lông. không nhu cầu mua nữa thì xóa app nay có nhu cầu mua thì ko cho cho. biến cho đẹp trời,1,vn.tiki.app.tikiandroid,negative,vi,cái app xàm lông không nhu cầu mua nữa thì xóa app nay có nhu cầu mua thì không cho cho biến cho đẹp trời,cái app xàm_lông không nhu_cầu mua nữa thì xóa app nay có nhu_cầu mua thì không cho cho biến cho đẹp trời
cảm ơn,5,vn.tiki.app.tikiandroid,positive,vi,cảm ơn,cảm_ơn
app rác. giật lag. xài s22 ultra chứ phải điện thoại cùi đâu mà app đơ đơ. đặt hàng thì báo lỗi do đơn đặt quá nhanh ???. đúng app rác.,1,vn.tiki.app.tikiandroid,negative,vi,app rác giật lag xài s22 ultra chứ phải điện thoại cùi đâu mà app đơ đơ đặt hàng thì báo lỗi do đơn đặt quá nhanh đúng app rác,app rác giật lag xài s22 ultra chứ phải điện_thoại cùi đâu mà app đơ đơ đặt_hàng thì báo lỗi do đơn đặt quá nhanh đúng app rác
Tạm Tốt vì cùng họ FPT không có dịch vụ Ship Hàng đến điểm của Khách Hàng như ngày xưa . Tỉ lệ chuyên nghiệp đang đi xuống.,3,vn.tiki.app.tikiandroid,neutral,vi,tạm tốt vì cùng họ fpt không có dịch vụ ship hàng đến điểm của khách hàng như ngày xưa tỉ lệ chuyên nghiệp đang đi xuống,tạm tốt vì cùng họ fpt không có dịch_vụ ship hàng đến điểm của khách_hàng như ngày_xưa tỉ_lệ chuyên_nghiệp đang đi xuống
"Tui đã mua cỡ 10 mấy cuốn sách và khá ok, rẻ nữa",5,vn.tiki.app.tikiandroid,positive,vi,tui đã mua cỡ 10 mấy cuốn sách và khá ok rẻ nữa,tui đã mua cỡ 10 mấy cuốn sách và khá ok rẻ nữa
"chán tiki nhất là khoản đặt đơn quần áo ko hiện thị size trên đơn, bảo sao càng ngày càng mất thị phần",2,vn.tiki.app.tikiandroid,negative,vi,chán tiki nhất là khoản đặt đơn quần áo không hiện thị size trên đơn bảo sao càng ngày càng mất thị phần,chán tiki nhất là khoản đặt đơn quần_áo không hiện_thị size trên đơn bảo sao càng_ngày_càng mất thị_phần
"áp ngày càng tệ, đăng nhập thì kêu lỗi, mua thẻ mãi không gửi về",1,vn.tiki.app.tikiandroid,negative,vi,áp ngày càng tệ đăng nhập thì kêu lỗi mua thẻ mãi không gửi về,áp ngày_càng tệ đăng_nhập thì kêu lỗi mua thẻ mãi không gửi về
rất thích mua bên tiki. mãi ủng hộ đặt hàng bên mình ❤️❤️❤️❤️❤️❤️,5,vn.tiki.app.tikiandroid,positive,vi,rất thích mua bên tiki mãi ủng hộ đặt hàng bên mình,rất thích mua bên tiki mãi ủng_hộ đặt_hàng bên mình
Good ung dung vô VayTotNhat đảm bảo nhận 5tr oki vay phí 200K.,5,vn.tiki.app.tikiandroid,positive,vi,good ung dung vô vaytotnhat đảm bảo nhận 5tr oki vay phí 200k,good ung_dung vô_vaytotnhat đảm_bảo nhận 5 tr oki vay phí 200 k
tiki tuyệt vời giao nhanh phục vụ tốt,5,vn.tiki.app.tikiandroid,positive,vi,tiki tuyệt vời giao nhanh phục vụ tốt,tiki tuyệt_vời giao nhanh phục_vụ tốt
"Sao mà cài đặt Tiki bên máy Asus thì quét mã QR được, còn cài đặt bên máy 
Samsung Galaxy J2 Pro 2018 thì lại quét không được, không biết lí do tại 
sao?",5,vn.tiki.app.tikiandroid,positive,vi,sao mà cài đặt tiki bên máy asus thì quét mã qr được còn cài đặt bên máy samsung galaxy j2 pro 2018 thì lại quét không được không biết lí do tại sao,sao mà cài_đặt tiki bên máy asus thì quét_mã qr được còn cài_đặt bên máy samsung galaxy j2 pro 2018 thì lại quét không được không biết lí_do tại_sao
app mình hay mua sách ok lắm,5,vn.tiki.app.tikiandroid,positive,vi,app mình hay mua sách ok lắm,app mình hay mua sách ok lắm
app hay ạ,5,vn.tiki.app.tikiandroid,positive,vi,app hay ạ,app hay ạ
"gửi mã otp rất lâu, cả mấy chục phút mới gửi nên từ đầu tuần đến gửi vẫn chưa đăng ký tài khoản được",1,vn.tiki.app.tikiandroid,negative,vi,gửi mã otp rất lâu cả mấy chục phút mới gửi nên từ đầu tuần đến gửi vẫn chưa đăng ký tài khoản được,gửi mã_otp rất lâu cả mấy chục phút mới gửi nên từ đầu tuần đến gửi vẫn chưa đăng_ký tài_khoản được
sản phẩm cắt cổ người ta à đắt như j á tải shopbe đc hơn,1,vn.tiki.app.tikiandroid,negative,vi,sản phẩm cắt cổ người ta à đắt như j á tải shopbe đc hơn,sản_phẩm cắt_cổ người ta à đắt như j á_tải shopbe đc hơn
ấp tốt,5,vn.tiki.app.tikiandroid,positive,vi,ấp tốt,ấp tốt
giá cả linh tinh lên xuống như lật mặt!,2,vn.tiki.app.tikiandroid,negative,vi,giá cả linh tinh lên xuống như lật mặt,giá_cả linh_tinh lên_xuống như lật mặt
app gõ chán đăng nhập xem giỏ hàng ko được quần què thiệt sự,2,vn.tiki.app.tikiandroid,negative,vi,app gõ chán đăng nhập xem giỏ hàng không được quần què thiệt sự,app gõ chán đăng_nhập xem giỏ hàng_không được quần_què thiệt_sự
"cái hệ thống duyệt đơn tiki rồi nhânj tiền hoa hồng lừa em mình tới 5tr, ấy là nó vay linh tinh các thứ, giờ nó chuẩn bị tự tử luôn rồi.",1,vn.tiki.app.tikiandroid,negative,vi,cái hệ thống duyệt đơn tiki rồi nhânj tiền hoa hồng lừa em mình tới 5tr ấy là nó vay linh tinh các thứ giờ nó chuẩn bị tự tử luôn rồi,cái hệ_thống duyệt đơn tiki rồi nhânj tiền hoa_hồng lừa em mình tới 5 tr ấy là nó vay linh_tinh các thứ giờ nó chuẩn_bị tự_tử luôn rồi
"lừa dối, súc vật",1,vn.tiki.app.tikiandroid,negative,vi,lừa dối súc vật,lừa_dối súc_vật
"Cập nhật xong không vào được app luôn. Tiki cần cải thiện nhiều mặt nếu không muốn thụt lùi. Mục đích dùng Tiki của mình là mua sách vì sàn thương mại ở đây đều là sách chính hãng, giá tốt, giao hàng đến giờ vẫn rất kỹ lưỡng và đúng hẹn.",3,vn.tiki.app.tikiandroid,neutral,vi,cập nhật xong không vào được app luôn tiki cần cải thiện nhiều mặt nếu không muốn thụt lùi mục đích dùng tiki của mình là mua sách vì sàn thương mại ở đây đều là sách chính hãng giá tốt giao hàng đến giờ vẫn rất kỹ lưỡng và đúng hẹn,cập_nhật xong không vào được app luôn tiki cần cải_thiện nhiều mặt nếu không muốn thụt lùi mục_đích dùng tiki của mình là mua sách vì sàn thương_mại ở đây đều là sách chính hãng giá tốt giao hàng đến giờ vẫn rất kỹ_lưỡng và đúng hẹn
"đồ mua trên này auto phải đi bảo hành, tiki làm việc lôm côm, tốn thời gian, không giải quyết được vấn đề của người dùng, muốn giải quyết phải làm việc trực tiếp với hãng, qua shopee với lazada giá rẻ hơn nhiều, hỗ trợ nhanh hơn, kinh nghiệm mua đồ là cứ né tụi doanh nghiệp việt nam ra",1,vn.tiki.app.tikiandroid,negative,vi,đồ mua trên này auto phải đi bảo hành tiki làm việc lôm côm tốn thời gian không giải quyết được vấn đề của người dùng muốn giải quyết phải làm việc trực tiếp với hãng qua shopee với lazada giá rẻ hơn nhiều hỗ trợ nhanh hơn kinh nghiệm mua đồ là cứ né tụi doanh nghiệp việt nam ra,đồ mua trên này auto phải đi bảo_hành tiki làm_việc lôm_côm tốn thời_gian không giải_quyết được vấn_đề của người dùng muốn giải_quyết phải làm_việc trực_tiếp với hãng qua shopee với lazada giá rẻ hơn nhiều hỗ_trợ nhanh hơn kinh_nghiệm mua đồ là cứ né tụi doanh_nghiệp việt_nam ra
Tiki có giao diện rất đẹp! Ủng hộ sàn thương mại của Việt Nam!,5,vn.tiki.app.tikiandroid,positive,vi,tiki có giao diện rất đẹp ủng hộ sàn thương mại của việt nam,tiki có giao_diện rất đẹp ủng_hộ sàn thương_mại của việt_nam
"người trong cty lừa người dùng bảo nhận gửi đơn sẽ được chia lợi nhuận và đẩy những đơn có giá trị cao làm cho người dùng không đủ khả năng nhận và đe dọa nêu khong làm xong sẽ khong được lấy lại số tiền đã bỏ ra trước đó đồng thời đòi kiện ra tòa, hình ảnh có đủ đừng có xóa đánh giá 😏",1,vn.tiki.app.tikiandroid,negative,vi,người trong cty lừa người dùng bảo nhận gửi đơn sẽ được chia lợi nhuận và đẩy những đơn có giá trị cao làm cho người dùng không đủ khả năng nhận và đe dọa nêu khong làm xong sẽ khong được lấy lại số tiền đã bỏ ra trước đó đồng thời đòi kiện ra tòa hình ảnh có đủ đừng có xóa đánh giá,người trong cty lừa người dùng bảo nhận gửi đơn sẽ được chia lợi_nhuận và đẩy những đơn có giá_trị cao làm cho người dùng không đủ khả_năng nhận và đe_dọa nêu khong làm xong sẽ khong được lấy lại số tiền đã bỏ ra trước đó đồng_thời đòi kiện ra tòa hình_ảnh có đủ đừng có xóa đánh_giá
shoppe tuổi lol,5,vn.tiki.app.tikiandroid,positive,vi,shoppe tuổi lol,shoppe tuổi lol
"rất tốt, tôi chọn chính sãng",5,vn.tiki.app.tikiandroid,positive,vi,rất tốt tôi chọn chính sãng,rất tốt tôi chọn chính sãng
rất chất lượng,5,vn.tiki.app.tikiandroid,positive,vi,rất chất lượng,rất chất_lượng
xử lí quá chậm 48 ngày chưa xử lý xong làm ăn x nhăn cập nhật cũng như không chả có ít ghì,1,vn.tiki.app.tikiandroid,negative,vi,xử lí quá chậm 48 ngày chưa xử lý xong làm ăn x nhăn cập nhật cũng như không chả có ít ghì,xử_lí quá chậm 48 ngày chưa xử_lý xong làm_ăn x nhăn cập_nhật cũng như không chả có ít ghì
"Không mở camera lên để xác thực được, rồi vào coi thông tin shop cũng lỗi 404",2,vn.tiki.app.tikiandroid,negative,vi,không mở camera lên để xác thực được rồi vào coi thông tin shop cũng lỗi 404,không mở camera lên để xác_thực được rồi vào coi thông_tin shop cũng lỗi 404
Tốt chất lượng nhanh chóng,5,vn.tiki.app.tikiandroid,positive,vi,tốt chất lượng nhanh chóng,tốt chất_lượng nhanh_chóng
Vào mà chả thấy vé giảm giá đâu hỏi bộ phận chăm sóc khách hàng ở đâu thì không trả lời,1,vn.tiki.app.tikiandroid,negative,vi,vào mà chả thấy vé giảm giá đâu hỏi bộ phận chăm sóc khách hàng ở đâu thì không trả lời,vào mà chả thấy vé giảm_giá đâu hỏi bộ_phận chăm_sóc khách_hàng ở đâu thì không trả_lời
Good,5,vn.tiki.app.tikiandroid,positive,vi,good,good
ok 👍,5,vn.tiki.app.tikiandroid,positive,vi,ok,ok
"Tiki Quảng cáo sai sự thật về rác phẩm ""Nỗi buồn chiến tranh"". Rác phẩm này đã bị thu hồi giải thưởng năm 1993 và cấm xuất bản. Vậy mà Tiki quảng cáo đạt giải thưởng năm 1991",1,vn.tiki.app.tikiandroid,negative,vi,tiki quảng cáo sai sự thật về rác phẩm nỗi buồn chiến tranh rác phẩm này đã bị thu hồi giải thưởng năm 1993 và cấm xuất bản vậy mà tiki quảng cáo đạt giải thưởng năm 1991,tiki quảng_cáo sai sự_thật về rác_phẩm nỗi buồn chiến_tranh rác_phẩm này đã bị thu_hồi giải_thưởng năm 1993 và cấm xuất_bản vậy_mà tiki quảng_cáo đạt giải_thưởng năm 1991
chưa dừng dùng giúp bạn sao,5,vn.tiki.app.tikiandroid,positive,vi,chưa dừng dùng giúp bạn sao,chưa dừng dùng giúp bạn sao
"giao hàng k đúng hẹn, k giao ko gọi về báo khách k nhận hàng :))",1,vn.tiki.app.tikiandroid,negative,vi,giao hàng không đúng hẹn không giao không gọi về báo khách không nhận hàng,giao hàng_không đúng hẹn không giao không gọi về báo khách không nhận hàng
"lướt 2 phút thì đơ- thoát. thoát ra, vào lại đơ tiếp. ko hiểu nổi. ko ấy, dẹp app luôn cho rồi ạ.",1,vn.tiki.app.tikiandroid,negative,vi,lướt 2 phút thì đơ thoát thoát ra vào lại đơ tiếp không hiểu nổi không ấy dẹp app luôn cho rồi ạ,lướt 2 phút thì đơ thoát thoát ra_vào lại đơ tiếp không hiểu nổi không ấy dẹp app luôn cho_rồi ạ
tiện lợi,5,vn.tiki.app.tikiandroid,positive,vi,tiện lợi,tiện lợi
tiki uy tín,5,vn.tiki.app.tikiandroid,positive,vi,tiki uy tín,tiki uy_tín
"Good app, đảm bảo ok khi vay gõ VayTotNhat.",5,vn.tiki.app.tikiandroid,positive,vi,good app đảm bảo ok khi vay gõ vaytotnhat,good app đảm_bảo ok khi vay gõ vaytotnhat
"Mua sắm thoải mái, thuận tiện khi dùng. Chất lượng cao, tất cả các loại sản phẩm được bảo hành của cửa hàng. Đổi trả sản phẩm dễ dang.",5,vn.tiki.app.tikiandroid,positive,vi,mua sắm thoải mái thuận tiện khi dùng chất lượng cao tất cả các loại sản phẩm được bảo hành của cửa hàng đổi trả sản phẩm dễ dang,mua_sắm thoải_mái thuận_tiện khi dùng chất_lượng cao tất_cả các loại sản_phẩm được bảo_hành của cửa_hàng đổi trả sản_phẩm dễ dang
Rất ok ạ,4,vn.tiki.app.tikiandroid,positive,vi,rất ok ạ,rất ok ạ
"ship lâu, lộ trình cập nhật của hàng không rõ ràng, giá sàn mắc",1,vn.tiki.app.tikiandroid,negative,vi,ship lâu lộ trình cập nhật của hàng không rõ ràng giá sàn mắc,ship lâu lộ_trình cập_nhật của hàng_không rõ_ràng giá_sàn mắc
rắt tốt nhưng giá hơi mắc nữa,5,vn.tiki.app.tikiandroid,positive,vi,rắt tốt nhưng giá hơi mắc nữa,rắt tốt nhưng giá hơi mắc nữa
App lag liên hồi trên Android 16,1,vn.tiki.app.tikiandroid,negative,vi,app lag liên hồi trên android 16,app lag liên_hồi trên android 16
