app,content,score,sentiment,review_clean,review_segmented,language,original_label,cleaned_label,text_pred,text_conf,text_reason,final_label,decision_type,final_confidence
Lazada,ko tải về mà đc 5p 10p là quảng cáo làm phiền,1,negative,không tải về mà được 5p 10p là quảng cáo làm phiền,không tải về mà được 5 p 10 p là quảng_cáo làm_phiền,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Shopee,"giao hàng quá lâu cứ đứng yên ko thấy di chuyển, đợi mấy ngày rồi",1,negative,giao hàng quá lâu cứ đứng yên không thấy di chuyển đợi mấy ngày rồi,giao hàng quá lâu cứ đứng yên không thấy di_chuyển đợi mấy ngày rồi,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Lazada,quá tệ!!!!!!!,1,negative,quá tệ,quá tệ,vi,0,0,0.0,0.6,1 từ tiêu cực,0.0,score_based,1.0
Tiki,"Cơ chế Tiki kém hiệu quả, không có bộ sàng lọc chất lượng review nên review rác quá nhiều!",1,negative,cơ chế tiki kém hiệu quả không có bộ sàng lọc chất lượng review nên review rác quá nhiều,cơ_chế tiki kém hiệu_quả không có bộ_sàng_lọc chất_lượng review nên review rác quá nhiều,vi,0,0,0.0,0.6,1 từ tiêu cực,0.0,score_based,1.0
Tiki,"Lỗi tìm kiếm, search cái gì cũng không ra báo rất tiếc, không tìm thấy sản phẩm phù hợp với lựa chọn của bạn. là sao ????????? 😡😡 Với lại lâu lâu vô Tiki bắt phải đăng nhập lại bực thật sự",1,negative,lỗi tìm kiếm search cái gì cũng không ra báo rất tiếc không tìm thấy sản phẩm phù hợp với lựa chọn của bạn là sao với lại lâu lâu vô tiki bắt phải đăng nhập lại bực thật sự,lỗi tìm_kiếm search cái gì cũng không ra báo rất tiếc không tìm thấy sản_phẩm phù_hợp với lựa_chọn của bạn là sao với_lại lâu_lâu vô_tiki bắt phải đăng_nhập lại bực_thật_sự,vi,0,0,0.0,0.6,1 từ tiêu cực,0.0,score_based,1.0
Lazada,app như cức khách đặt hàng cùng lúc nhiều đơn trên 1 địa chỉ thì bảo vi phạm . khóa lun mã free ship của khách. app tồi,1,negative,app như cức khách đặt hàng cùng lúc nhiều đơn trên 1 địa chỉ thì bảo vi phạm khóa lun mã free ship của khách app tồi,app như cức khách đặt_hàng cùng lúc nhiều đơn trên 1 địa_chỉ thì bảo vi_phạm khóa lun_mã free_ship của khách app tồi,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Shopee,tại khoảng tui ko làm gì cả chỉ là mua đồ đc 1 -2 năm gì nó khóa tài khoảng tui lại lỗi gì fo2 ??,1,negative,tại khoảng tui không làm gì cả chỉ là mua đồ được 1 2 năm gì nó khóa tài khoảng tui lại lỗi gì fo2,tại khoảng tui không làm gì cả chỉ là mua đồ được 1 2 năm gì nó khóa_tài khoảng tui lại lỗi gì fo2,vi,0,0,0.0,0.6,1 từ tiêu cực,0.0,score_based,1.0
Lazada,bán thì đắt ko hỗ khách mới tìm để mua thì ko đc kết quả,1,negative,bán thì đắt không hỗ khách mới tìm để mua thì không được kết quả,bán thì đắt không hỗ_khách mới tìm để mua thì không được kết_quả,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Tiki,Đặt hàng. App báo đang đi giao. Nhưng không hề có bất cứ cuộc gọi nào từ shipper. Mà hệ thống dám thông báo là liên hệ với khách để giao 3 lần không được. Rồi tự động hủy đơn. Tao mua hàng chứ không xin chúng mày nhé mấy thằng Tiki ạ. Giao hay không giao thì phải nói cho chính xác. Đây không phải là lần đầu tao mua hàng. Rất nhiều lần rồi nhưng chất lượng phục vụ càng ngày càng đi xuống. Cho 1 sao là đáng.,1,negative,đặt hàng app báo đang đi giao nhưng không hề có bất cứ cuộc gọi nào từ shipper mà hệ thống dám thông báo là liên hệ với khách để giao 3 lần không được rồi tự động hủy đơn tao mua hàng chứ không xin chúng mày nhé mấy thằng tiki ạ giao hay không giao thì phải nói cho chính xác đây không phải là lần đầu tao mua hàng rất nhiều lần rồi nhưng chất lượng phục vụ càng ngày càng đi xuống cho 1 sao là đáng,đặt_hàng app báo đang đi giao nhưng không hề có bất_cứ cuộc_gọi nào từ shipper mà hệ_thống dám thông_báo là liên_hệ với khách để giao 3 lần không được rồi tự_động hủy đơn tao mua hàng chứ không xin chúng_mày nhé mấy thằng tiki ạ giao hay không giao thì phải nói cho chính_xác đây không phải là lần đầu tao mua hàng rất nhiều lần rồi nhưng chất_lượng phục_vụ càng_ngày_càng đi xuống cho 1 sao là đáng,vi,0,0,0.0,0.7,Có phủ định + từ tích cực,0.0,score_based,1.0
Shopee,ko dat hàng được,1,negative,không dat hàng được,không dat hàng được,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Lazada,ko an toàn,2,negative,không an toàn,không an_toàn,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Lazada,QC ít thôi dcm,1,negative,qc ít thôi dcm,qc ít thôi dcm,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Tiki,Tiki làm ăn quá dở mới tải về đã lỗi mua đồ không đc quá tệ!,1,negative,tiki làm ăn quá dở mới tải về đã lỗi mua đồ không được quá tệ,tiki làm_ăn quá dở mới tải về đã lỗi mua đồ không được quá tệ,vi,0,0,0.0,0.7,3 từ tiêu cực,0.0,score_based,1.0
Shopee,không tốt lắm,3,negative,không tốt lắm,không tốt lắm,vi,0,0,0.0,0.7,Có phủ định + từ tích cực,0.0,text_match,0.7
Lazada,app ko cs mã giảm giá khi tạo tài khoản mới,1,negative,app không cs mã giảm giá khi tạo tài khoản mới,app không cs_mã giảm_giá khi tạo tài_khoản mới,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Lazada,ko ok lắm vs shippo ko giao hàng đặt 2 tháng 8 mà 29 mới giao,4,positive,không ok lắm vs shippo không giao hàng đặt 2 tháng 8 mà 29 mới giao,không ok lắm vs shippo không giao hàng đặt 2 tháng 8 mà 29 mới giao,vi,0,1,,0.0,Không rõ ràng,1.0,score_based,1.0
Shopee,có voucher nhưng cứ bị lỗi lỗi yêu cầu trả hàng từ tháng trước r mà đến nay vẫn chx lấy,1,negative,có voucher nhưng cứ bị lỗi lỗi yêu cầu trả hàng từ tháng trước r mà đến nay vẫn chx lấy,có voucher nhưng cứ bị lỗi lỗi yêu_cầu trả hàng từ tháng trước r mà đến nay vẫn chx lấy,vi,0,0,0.0,0.6,1 từ tiêu cực,0.0,score_based,1.0
Tiki,đ***** Tiki,1,negative,đ tiki,đ tiki,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Tiki,Quá tệ nói là ngày 5 th3 là giao bây giờ vẫn chưa giao hàng mik đặt mà mik muốn năn nỉ quỳ lạy shop giao hàng cho mik luôn đợi mãi hàng vẫn chưa giao tiki làm ăn kém quá,1,negative,quá tệ nói là ngày 5 th3 là giao bây giờ vẫn chưa giao hàng mik đặt mà mik muốn năn nỉ quỳ lạy cửa hàng giao hàng cho mik luôn đợi mãi hàng vẫn chưa giao tiki làm ăn kém quá,quá tệ nói là ngày 5 th3 là giao bây_giờ vẫn chưa giao hàng mik đặt mà mik muốn năn_nỉ quỳ lạy cửa_hàng giao hàng cho mik luôn đợi mãi hàng vẫn chưa giao_tiki làm_ăn kém quá,vi,0,0,0.0,0.7,2 từ tiêu cực,0.0,score_based,1.0
Tiki,Có mỗi tk chủ shop lừa vc,1,negative,có mỗi tk chủ cửa hàng lừa vc,có mỗi tk chủ cửa_hàng lừa vc,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Shopee,Trước xài voucher cam bình thường. Sau khi đăng ký gói voucher vip xong hủy thì ko còn xài được 1 cái voucher cam nào luôn. :) Shopee mắc móc túi khách hàng dữ v đó hả?,1,negative,trước xài voucher cam bình thường sau khi đăng ký gói voucher vip xong hủy thì không còn xài được 1 cái voucher cam nào luôn shopee mắc móc túi khách hàng dữ v đó hả,trước xài voucher_cam bình_thường sau khi đăng_ký gói voucher vip xong hủy thì không còn xài được 1 cái voucher cam nào luôn shopee mắc móc_túi khách_hàng dữ v đó hả,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Shopee,liên quan tiền nong mà không mượt mà là không thích rồi 👎,1,negative,liên quan tiền nong mà không mượt mà là không thích rồi,liên_quan tiền_nong mà không mượt_mà là không thích rồi,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Shopee,sử dụng sdt vẫn thế mà bảo rằng không thể vào được là sao vậy??,1,negative,sử dụng sdt vẫn thế mà bảo rằng không thể vào được là sao vậy,sử_dụng sdt vẫn thế_mà bảo rằng không_thể vào được là sao vậy,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Shopee,không điện để giao hàng mà tự ghi đã giao mà vẫn ko nhận đc hàng,2,negative,không điện để giao hàng mà tự ghi đã giao mà vẫn không nhận được hàng,không điện để giao hàng mà tự ghi đã giao mà vẫn không nhận được hàng,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Lazada,tệ chưa đăng nhập xong đã bị khóa tai khoan rồi,1,negative,tệ chưa đăng nhập xong đã bị khóa tai khoan rồi,tệ chưa đăng_nhập xong đã bị khóa tai_khoan rồi,vi,0,0,0.0,0.6,1 từ tiêu cực,0.0,score_based,1.0
Tiki,Làm ăn như thằng cường,1,negative,làm ăn như thằng cường,làm_ăn như thằng cường,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Tiki,Aap lừa đảo,1,negative,aap lừa đảo,aap lừa_đảo,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Lazada,bị khoá cr01 mấy tháng chưa mở,1,negative,bị khoá cr01 mấy tháng chưa mở,bị khóa cr01 mấy tháng chưa mở,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Tiki,Dịch vụ rất hay đánh giá 1 sao,1,negative,dịch vụ rất hay đánh giá 1 sao,dịch_vụ rất hay đánh_giá 1 sao,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Lazada,quá kém,1,negative,quá kém,quá kém,vi,0,0,0.0,0.6,1 từ tiêu cực,0.0,score_based,1.0
Shopee,càng ngày càng lag hao pin thấy sợ. 1 sao,1,negative,càng ngày càng lag hao pin thấy sợ 1 sao,càng_ngày_càng lag_hao pin thấy sợ 1 sao,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Lazada,"sợ thật, tạo nick chưa mua lần nào mà ấn lưu mã toàn bị phát hiện hoạt động bất thường, xong cái nick ko áp dc mã nào luôn, app lỏ về lại shopee đây",1,negative,sợ thật tạo nick chưa mua lần nào mà ấn lưu mã toàn bị phát hiện hoạt động bất thường xong cái nick không áp được mã nào luôn app lỏ về lại shopee đây,sợ thật tạo nick chưa mua lần nào mà ấn lưu_mã toàn bị phát_hiện hoạt_động bất_thường xong cái nick không áp được mã nào luôn app_lỏ về lại shopee đây,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Shopee,Không áp đựic mã giảm giá,1,negative,không áp đựic mã giảm giá,không áp đựic_mã giảm_giá,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Tiki,"Tiki cho khách hàng mã giảm giá, xong khách hàng đặt thì cứ hủy liên tục. Xong khóa tài khoản khách hàng luôn. Gọi điện tổng đài cũng không hỗ trợ mở lại. Trải nghiệm mua hàng quá tệ.",1,negative,tiki cho khách hàng mã giảm giá xong khách hàng đặt thì cứ hủy liên tục xong khóa tài khoản khách hàng luôn gọi điện tổng đài cũng không hỗ trợ mở lại trải nghiệm mua hàng quá tệ,tiki cho khách_hàng mã giảm_giá xong khách_hàng đặt thì cứ hủy liên_tục xong khóa tài_khoản khách_hàng luôn gọi điện tổng_đài cũng không hỗ_trợ mở lại trải_nghiệm mua hàng quá tệ,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Tiki,Khoá tài khoản không lí do??,1,negative,khoá tài khoản không lí do,khóa tài_khoản không lí_do,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Shopee,Shipper tự hủy đơn hàng của khách,1,negative,shipper tự hủy đơn hàng của khách,shipper tự hủy đơn hàng của khách,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Shopee,tự nhiên khoá acc t trong khi mua hàng chì áp mã free ship,1,negative,tự nhiên khoá acc t trong khi mua hàng chì áp mã free ship,tự_nhiên khóa acc_t trong khi mua hàng chì áp_mã free ship,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Tiki,Do là bạn không bảo thành đồ nên là đánh giá đồ của bạn bao nhiêu,2,negative,do là bạn không bảo thành đồ nên là đánh giá đồ của bạn bao nhiêu,do là bạn không bảo thành đồ nên là đánh_giá đồ của bạn bao_nhiêu,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Shopee,quá tuệ,1,negative,quá tuệ,quá_tuệ,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Shopee,đặt hàng cứ đến ngày giao lại không giao được,1,negative,đặt hàng cứ đến ngày giao lại không giao được,đặt_hàng cứ đến ngày giao lại không giao được,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Tiki,Sđt của mình cứ kêu không đúng định dạng. Quá tệ !,1,negative,sđt của mình cứ kêu không đúng định dạng quá tệ,sđt của mình cứ kêu không đúng định_dạng quá tệ,vi,0,0,0.0,0.6,1 từ tiêu cực,0.0,score_based,1.0
Lazada,tài khoản cá nhân dùng bình thường không thể nhận bất cứ Voucher gì . luôn hiện lỗi VC01 . Ứng dụng rất tệ .,1,negative,tài khoản cá nhân dùng bình thường không thể nhận bất cứ voucher gì luôn hiện lỗi vc01 ứng dụng rất tệ,tài_khoản cá_nhân dùng bình_thường không_thể nhận bất_cứ voucher gì luôn hiện lỗi vc01 ứng_dụng rất tệ,vi,0,0,0.0,0.9,Có 'rất tệ',0.0,score_based,1.0
Lazada,"Lazada giao hàng chậm 5-8 ngày mới giao,ít vocher,không có vocher cho người mới.Tùy ai muốn trải nghiệm thì tải về.Tiền ship thì đắt,shop tư vấn hời hợt",4,positive,lazada giao hàng chậm 5 8 ngày mới giao ít vocher không có vocher cho người mới tùy ai muốn trải nghiệm thì tải về tiền ship thì đắt cửa hàng tư vấn hời hợt,lazada giao hàng chậm 5 8 ngày mới giao ít vocher không có vocher cho người mới tùy ai muốn trải_nghiệm thì tải về tiền ship thì đắt cửa_hàng tư_vấn hời hợt,vi,0,1,0.0,0.6,1 từ tiêu cực,1.0,score_based,1.0
Shopee,kêu 4/3 giao mà sáng tới giờ là ngày cuối rồi vẫn thấy ở chỗ cũ,1,negative,kêu 4 3 giao mà sáng tới giờ là ngày cuối rồi vẫn thấy ở chỗ cũ,kêu 4 3 giao mà sáng tới giờ là ngày cuối rồi vẫn thấy ở chỗ cũ,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Shopee,ko cho mua đồ mua rồi shoope lại hủy đánh giá như thế là đúng rồi,1,negative,không cho mua đồ mua rồi shoope lại hủy đánh giá như thế là đúng rồi,không cho mua đồ mua rồi shoope lại hủy đánh_giá như thế là đúng rồi,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Shopee,chịu app,1,negative,chịu app,chịu app,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Shopee,app này như kiểu sợ ngta mua đồ rẻ ấy:)?,1,negative,app này như kiểu sợ ngta mua đồ rẻ ấy,app này như kiểu sợ ngta mua đồ rẻ ấy,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Tiki,"giao hàng k đúng hẹn, k giao ko gọi về báo khách k nhận hàng :))",1,negative,giao hàng không đúng hẹn không giao không gọi về báo khách không nhận hàng,giao hàng_không đúng hẹn không giao không gọi về báo khách không nhận hàng,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Shopee,dính quản cáo quá nhiều,1,negative,dính quản cáo quá nhiều,dính quản_cáo quá nhiều,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Lazada,đăng nhập rắc rối còn bị khoá tài khoảng,1,negative,đăng nhập rắc rối còn bị khoá tài khoảng,đăng nhập rắc_rối còn bị khóa_tài khoảng,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Lazada,app gì đăng nhập rườm rà bắt xác minh đi xác minh lại có được chó đâu xúc phạm iq người dùng vl,1,negative,app gì đăng nhập rườm rà bắt xác minh đi xác minh lại có được chó đâu xúc phạm iq người dùng vl,app gì đăng_nhập rườm_rà bắt xác_minh đi xác_minh lại có được chó đâu xúc_phạm iq người dùng vl,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Lazada,"hủy 1 đơn để đổi địa chỉ nhận hàng ai dè bị app hủy cả 3 đơn trên 3 shop khác nhau, đã vậy còn mất mã. Chịu",1,negative,hủy 1 đơn để đổi địa chỉ nhận hàng ai dè bị app hủy cả 3 đơn trên 3 cửa hàng khác nhau đã vậy còn mất mã chịu,hủy 1 đơn để đổi địa_chỉ nhận hàng ai dè bị app hủy cả 3 đơn trên 3 cửa_hàng khác nhau đã vậy còn mất_mã chịu,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Shopee,"Thời buổi nào rồi mà còn quảng cáo shoppe đồng kiểm đến 60 giây không cho bỏ qua quảng cáo,2026 mà quảng cáo kẹt lại ở năm 2020 vậy,càn quảng cáo thì càn ít người dùng đến .....Ngờ u ngu......",1,negative,thời buổi nào rồi mà còn quảng cáo shoppe đồng kiểm đến 60 giây không cho bỏ qua quảng cáo 2026 mà quảng cáo kẹt lại ở năm 2020 vậy càn quảng cáo thì càn ít người dùng đến ngờ u ngu,thời_buổi nào rồi mà_còn quảng_cáo shoppe đồng_kiểm đến 60 giây không cho bỏ_qua quảng_cáo 2026 mà quảng_cáo kẹt lại ở năm 2020 vậy càn quảng_cáo thì càn ít người dùng đến ngờ_u ngu,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Shopee,mẹ bây làm chi làm thì bớt quản cáo đang chơi game mà cứ quảng cáo không có í tứ à nhột vừa thôi mẹ ăn quảng cáo,1,negative,mẹ bây làm chi làm thì bớt quản cáo đang chơi game mà cứ quảng cáo không có í tứ à nhột vừa thôi mẹ ăn quảng cáo,mẹ bây làm chi làm thì bớt quản_cáo đang chơi game mà cứ quảng_cáo không có í_tứ à nhột vừa thôi mẹ ăn quảng_cáo,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Shopee,shope bị lỗi thông báo,3,negative,shope bị lỗi thông báo,shope bị lỗi thông_báo,vi,0,0,0.0,0.6,1 từ tiêu cực,0.0,text_match,0.6
Lazada,Đặt hàng 8/6 trả tiền đầy đủ. 9/6 nhắn tin đến báo Hết hàng. Chán kinh.,2,negative,đặt hàng 8 6 trả tiền đầy đủ 9 6 nhắn tin đến báo hết hàng chán kinh,đặt_hàng 8 6 trả tiền đầy_đủ 9 6 nhắn_tin đến báo hết hàng chán kinh,vi,0,0,0.0,0.6,1 từ tiêu cực,0.0,score_based,1.0
Shopee,shop ơi bảo shipe đừng lấy hàng ngt dii với lại toàn lỗi m04,1,negative,cửa hàng ơi bảo shipe đừng lấy hàng ngt dii với lại toàn lỗi m04,cửa_hàng ơi bảo shipe đừng lấy hàng ngt_dii với_lại toàn lỗi m04,vi,0,0,0.0,0.6,1 từ tiêu cực,0.0,score_based,1.0
Lazada,"mới tải về đăng nhập vào toàn bị khoá acc dell hiểu kiểu gì, 1 sao",1,negative,mới tải về đăng nhập vào toàn bị khoá acc dell hiểu kiểu gì 1 sao,mới tải về đăng_nhập vào toàn bị khóa acc dell hiểu kiểu gì 1 sao,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Tiki,"Cực kỳ thất vọng với Tiki khi giải quyết khiếu nại của khách hàng về hàng giả, hàng nhái. Qua đây chỉ có thể kết luận không thể tin tưởng vào mấy lời quảng cáo đảm bảo hàng chính hãng của Tiki. Khách hàng kiến nghị hàng không chính hãng, để 1 tháng mới có câu trả lời. Nếu không gọi điện, gửi mail làm căng nhiều lần thì Tiki quên luôn. Và câu trả lời là đây là hàng đảm bảo, khách hàng tự đi hỏi lại nhà nhập khẩu.",1,negative,cực kỳ thất vọng với tiki khi giải quyết khiếu nại của khách hàng về hàng giả hàng nhái qua đây chỉ có thể kết luận không thể tin tưởng vào mấy lời quảng cáo đảm bảo hàng chính hãng của tiki khách hàng kiến nghị hàng không chính hãng để 1 tháng mới có câu trả lời nếu không gọi điện gửi mail làm căng nhiều lần thì tiki quên luôn và câu trả lời là đây là hàng đảm bảo khách hàng tự đi hỏi lại nhà nhập khẩu,cực_kỳ thất_vọng với tiki khi giải_quyết khiếu_nại của khách_hàng về hàng giả hàng nhái qua đây chỉ có_thể kết_luận không_thể tin_tưởng vào mấy lời quảng_cáo đảm_bảo hàng chính hãng của tiki khách_hàng kiến_nghị hàng_không chính hãng để 1 tháng mới có câu trả_lời nếu không gọi điện gửi mail làm căng nhiều lần thì tiki quên luôn và câu trả_lời là đây là hàng đảm_bảo khách_hàng tự_đi hỏi_lại nhà nhập_khẩu,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Tiki,Giao hàng như c vậy.. Cái app tồi tệ!,1,negative,giao hàng như c vậy cái app tồi tệ,giao hàng như c vậy cái app tồi_tệ,vi,0,0,0.0,0.6,1 từ tiêu cực,0.0,score_based,1.0
Tiki,Giao hàng luôn luôn trễ CSKH kém 10p đăng nhập tiki lần,1,negative,giao hàng luôn luôn trễ cskh kém 10p đăng nhập tiki lần,giao hàng luôn_luôn trễ cskh kém 10 p đăng_nhập tiki lần,vi,0,0,0.0,0.6,1 từ tiêu cực,0.0,score_based,1.0
Shopee,Đặt hàng thì không giao lại tự đông hủy.,2,negative,đặt hàng thì không giao lại tự đông hủy,đặt_hàng thì không giao lại tự đông hủy,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Lazada,không muốn sài mà cứ ép tải xuống làm ăn gì zị đg coi này hiển thị gg Lazada tảo què làm ăn không đc thì thui đi chứ,1,negative,không muốn sài mà cứ ép tải xuống làm ăn gì zị đg coi này hiển thị gg lazada tảo què làm ăn không được thì thui đi chứ,không muốn sài mà cứ ép_tải xuống làm_ăn gì zị đg coi này hiển_thị gg lazada tảo_què làm_ăn không được thì thui đi chứ,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Lazada,má mày đùa bố mày chơi liettle big snake mất ủa bố mày,1,negative,má mày đùa bố mày chơi liettle big snake mất ủa bố mày,má mày đùa bố mày chơi liettle big snake mất ủa bố mày,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Lazada,"bên Lazada giao hàng gì mà lâu quá vậy , người ta giao 3 ngày là có còn Lazada cả tuần",2,negative,bên lazada giao hàng gì mà lâu quá vậy người ta giao 3 ngày là có còn lazada cả tuần,bên lazada giao hàng gì mà lâu quá vậy người ta giao 3 ngày là có còn lazada cả tuần,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Tiki,"Tệ chưa từng có, chậm chạp, cập nhật số điện thoại chậm gây ra hàng giao không được . Hứa hối thúc cũng không làm được. Quá thất vọng",1,negative,tệ chưa từng có chậm chạp cập nhật số điện thoại chậm gây ra hàng giao không được hứa hối thúc cũng không làm được quá thất vọng,tệ chưa từng có chậm_chạp cập_nhật số điện_thoại chậm gây ra hàng giao không được hứa hối_thúc cũng không làm được quá thất_vọng,vi,0,0,0.0,0.7,2 từ tiêu cực,0.0,score_based,1.0
Shopee,"tự ý hủy đơn hàng , mất luôn voucher xong không bù lại, đj hiểu kiểu j",1,negative,tự ý hủy đơn hàng mất luôn voucher xong không bù lại đj hiểu kiểu j,tự_ý hủy đơn hàng mất luôn voucher xong không bù lại đj hiểu kiểu j,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Shopee,tạm tạm chứ không tốt lắm 👍,3,negative,tạm tạm chứ không tốt lắm,tạm tạm chứ không tốt lắm,vi,0,0,0.0,0.7,Có phủ định + từ tích cực,0.0,text_match,0.7
Tiki,"Thay đổi chính sách không báo trước, nạp xu vào xong không mua thẻ game được làm tồn xu lại app. Sàn thương mại lừa đảo",1,negative,thay đổi chính sách không báo trước nạp xu vào xong không mua thẻ game được làm tồn xu lại app sàn thương mại lừa đảo,thay_đổi chính_sách không báo trước nạp xu vào xong không mua thẻ game được làm tồn_xu lại app_sàn thương_mại lừa_đảo,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Shopee,giao lâu tận 8 ngày mới giao còn giao lộn nữa đơn hàng đầu tiên mà như vậy quá thất vọng về shoppe,1,negative,giao lâu tận 8 ngày mới giao còn giao lộn nữa đơn hàng đầu tiên mà như vậy quá thất vọng về shoppe,giao lâu tận 8 ngày mới giao còn giao_lộn nữa_đơn hàng đầu_tiên mà như_vậy quá thất_vọng về shoppe,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Tiki,Làm ăn chán,1,negative,làm ăn chán,làm_ăn chán,vi,0,0,0.0,0.6,1 từ tiêu cực,0.0,score_based,1.0
Lazada,"đơn ship báo giao thành công nhưng k nhận được hàng, khiếu nại laz kêu đơn cod k hỗ trợ người mua. chăm sóc khách hàng cực kì kém",1,negative,đơn ship báo giao thành công nhưng không nhận được hàng khiếu nại laz kêu đơn cod không hỗ trợ người mua chăm sóc khách hàng cực kì kém,đơn ship báo giao thành_công nhưng không nhận được hàng khiếu_nại laz kêu đơn_cod không hỗ_trợ người mua chăm_sóc khách_hàng cực_kì kém,vi,0,0,0.0,0.6,1 từ tiêu cực,0.0,score_based,1.0
Lazada,xứng đáng 1☆ không có nhưng nhé,1,negative,xứng đáng 1 không có nhưng nhé,xứng_đáng 1 không có nhưng nhé,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Shopee,mã thì cho áp vào bảo giao dịch bất thường nản,1,negative,mã thì cho áp vào bảo giao dịch bất thường nản,mã thì cho áp vào bảo giao_dịch bất_thường nản,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
Lazada,"Trong trường hợp thay đổi địa chỉ mới nên bổ sung là sau khi thay đổi thì địa chỉ mới so với địa chỉ cũ ra sao, tự dưng đổi rồi sửa theo đúng thực tế lại sai trạm, hên là đơn nhỏ chứ đơn hàng lớn, gấp thì thôi luôn, không tốt chút nào!!!",1,negative,trong trường hợp thay đổi địa chỉ mới nên bổ sung là sau khi thay đổi thì địa chỉ mới so với địa chỉ cũ ra sao tự dưng đổi rồi sửa theo đúng thực tế lại sai trạm hên là đơn nhỏ chứ đơn hàng lớn gấp thì thôi luôn không tốt chút nào,trong trường_hợp thay_đổi địa_chỉ mới nên bổ_sung là sau khi thay_đổi thì địa_chỉ mới so với địa_chỉ cũ ra sao tự_dưng đổi rồi sửa theo đúng thực_tế lại sai trạm hên là đơn nhỏ chứ đơn hàng lớn gấp thì thôi luôn không tốt chút nào,vi,0,0,0.0,0.7,Có phủ định + từ tích cực,0.0,score_based,1.0
Shopee,tôi ko thể lấy lại sđt của mình,1,negative,tôi không thể lấy lại sđt của mình,tôi không_thể lấy lại sđt của mình,vi,0,0,,0.0,Không rõ ràng,0.0,score_based,1.0
